"","Comparison","ensembl_gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","hgnc_symbol","percentage_gc_content","gene.length","Direction"
"34","AD-CONTROL","ENSG00000185513",-0.240388508459713,-0.300752425515704,-0.180024591403722,2.24227975542939,-7.82475122205503,3.21657165531607e-14,1.60932648319358e-11,21.7318697532352,"L3MBTL1",49.19,10674,"DOWN"
"35","AD-CONTROL","ENSG00000170791",-0.243483772128093,-0.304733277385374,-0.182234266870813,2.61032616840938,-7.81091093643125,3.54634053972845e-14,1.72362282632345e-11,21.6381203331112,"CHCHD7",41.56,5866,"DOWN"
"36","AD-CONTROL","ENSG00000115107",0.568445601678877,0.425339597868041,0.711551605489714,1.51500442037028,7.80486338469039,3.70070161779123e-14,1.74868431167352e-11,21.5601516390604,"STEAP3",51.67,4562,"UP"
"37","AD-CONTROL","ENSG00000141639",0.460509136090312,0.344357496746883,0.576660775433741,3.72531728033044,7.79017396910604,4.10378468817432e-14,1.88674273866307e-11,21.4773309954429,"MAPK4",45.75,7601,"UP"
"38","AD-CONTROL","ENSG00000085063",0.381713856519469,0.285258255862701,0.478169457176236,5.05283314424382,7.77579361635476,4.54024352193698e-14,2.03247585662289e-11,21.3952588841941,"CD59",44.03,4942,"UP"
"39","AD-CONTROL","ENSG00000197956",0.408641840775251,0.305051852473672,0.512231829076831,5.84334546278616,7.751027850678,5.40171857107396e-14,2.35611883621895e-11,21.2325690431222,"S100A6",58.51,971,"UP"
"40","AD-CONTROL","ENSG00000163297",0.483001173212479,0.360434053421118,0.605568293003839,0.414344131887308,7.74298565062465,5.71472092746516e-14,2.43032794242775e-11,21.1040546103447,"ANTXR2",35.81,9864,"UP"
"41","AD-CONTROL","ENSG00000066923",-0.326342169029921,-0.409454488497148,-0.243229849562694,2.44600300801052,-7.71510858102738,6.94456772389635e-14,2.88131808661465e-11,20.9896291960595,"STAG3",47.11,8583,"DOWN"
"42","AD-CONTROL","ENSG00000170049",-0.46797782035741,-0.587336077583795,-0.348619563131025,2.4293695673839,-7.70383638934514,7.51292044053504e-14,3.0429116574748e-11,20.9135959153287,"KCNAB3",53.68,4580,"DOWN"
"43","AD-CONTROL","ENSG00000075420",0.324436630371167,0.241501236178015,0.40737202456432,0.836830824171386,7.68642189358304,8.48231923238399e-14,3.3556449409787e-11,20.7299003815246,"FNDC3B",39.76,13270,"UP"
"44","AD-CONTROL","ENSG00000078114",0.336849838970227,0.250440727559574,0.42325895038088,4.19045935372188,7.65968754999019,1.02153416504636e-13,3.94939038218264e-11,20.5926947196188,"NEBL",39.04,13654,"UP"
"45","AD-CONTROL","ENSG00000129562",0.320646460972313,0.238342972069673,0.402949949874952,5.42939056439185,7.65495169887681,1.05568219784974e-13,3.99071330391599e-11,20.5813411355384,"DAD1",41.95,808,"UP"
"46","AD-CONTROL","ENSG00000128602",0.500258653451606,0.370726797743571,0.629790509159642,2.25618844007456,7.58843593338077,1.67262446804161e-13,6.18543800562082e-11,20.1394779019104,"SMO",49.17,4311,"UP"
"47","AD-CONTROL","ENSG00000106624",0.786499107384144,0.581566792001951,0.991431422766337,2.59732314147327,7.54088011968054,2.31998288313876e-13,8.39685719682413e-11,19.8206724833799,"AEBP1",62.7,4955,"UP"
"48","AD-CONTROL","ENSG00000128274",0.606768772650861,0.448272706577908,0.765264838723814,1.32001408683631,7.52209794168729,2.63885423342689e-13,9.35198945100517e-11,19.6733405266409,"A4GALT",52.39,2943,"UP"
"49","AD-CONTROL","ENSG00000103342",0.142121083243217,0.104946630572694,0.179295535913739,3.44623102712251,7.51187193800194,2.83023494421336e-13,9.82553604816602e-11,19.6008083353122,"GSPT1",42.29,8018,"UP"
"50","AD-CONTROL","ENSG00000137962",0.395860704620936,0.292204604774014,0.499516804467858,2.56947876979993,7.50380913230862,2.99071589821022e-13,1.00148393918143e-10,19.5746846511681,"ARHGAP29",38.07,15524,"UP"
"51","AD-CONTROL","ENSG00000091436",0.366300152266109,0.270377123370076,0.462223181162143,1.61855073220379,7.50323355330996,3.00250901759173e-13,1.00148393918143e-10,19.5515166000734,"",38.91,13799,"UP"
"52","AD-CONTROL","ENSG00000213144",0.665248344417591,0.490790050569299,0.839706638265883,1.99261432976677,7.49249446885378,3.23113709112027e-13,1.01876737316107e-10,19.5026994724059,"",52.11,545,"UP"
"53","AD-CONTROL","ENSG00000138080",0.419687971698152,0.309624847459575,0.52975109593673,1.80606625584846,7.49236515610258,3.23399201403198e-13,1.01876737316107e-10,19.4922254009926,"EMILIN1",61.63,3958,"UP"
"54","AD-CONTROL","ENSG00000162909",0.356844657303314,0.263282104452988,0.450407210153641,3.86457790949021,7.49396025337428,3.19894907045215e-13,1.01876737316107e-10,19.4802477546899,"CAPN2",48.73,8792,"UP"
"55","AD-CONTROL","ENSG00000120306",0.343081787004294,0.25303223153309,0.433131342475498,4.0250874868568,7.48600891078843,3.37742872421728e-13,1.04460800050291e-10,19.4299379072458,"CYSTM1",44.09,2185,"UP"
"56","AD-CONTROL","ENSG00000236404",-0.424686743917042,-0.536261582474471,-0.313111905359613,0.594686661154179,-7.47888211220128,3.54571475350928e-13,1.07707417271333e-10,19.3608740784222,"VLDLR-AS1",39.93,4688,"DOWN"
"57","AD-CONTROL","ENSG00000106823",0.852159124560882,0.628161204598478,1.07615704452329,1.11256623913111,7.47499596524928,3.6409313888372e-13,1.08659445360543e-10,19.3521246210056,"ECM2",38.89,4916,"UP"
"58","AD-CONTROL","ENSG00000169604",0.487769545610576,0.359486000172845,0.616053091048307,2.82683966106719,7.47098692675609,3.7417982566167e-13,1.09744362316046e-10,19.3499886291288,"ANTXR1",41.88,8185,"UP"
"59","AD-CONTROL","ENSG00000146221",-0.487941731847772,-0.617346211075468,-0.358537252620076,1.27043651996941,-7.40888584777103,5.70554831591642e-13,1.64503529495007e-10,18.9402309200126,"TCTE1",50.79,3067,"DOWN"
"60","AD-CONTROL","ENSG00000166482",0.607834021284785,0.446309440962766,0.769358601606804,1.58340371972256,7.39402019888487,6.30931930596747e-13,1.78879717856354e-10,18.8361771594236,"MFAP4",57.09,2152,"UP"
"61","AD-CONTROL","ENSG00000173818",-0.211324801496527,-0.267633030442148,-0.155016572550905,2.09350377733463,-7.37416500909533,7.21482236516812e-13,2.01198923367008e-10,18.7273262565455,"ENDOV",56.47,7253,"DOWN"
"62","AD-CONTROL","ENSG00000115825",0.29338139737935,0.214938861529301,0.371823933229398,2.0127376840941,7.34877917566114,8.56086917462648e-13,2.34885396015437e-10,18.5609070792922,"PRKD3",36.9,10244,"UP"
"63","AD-CONTROL","ENSG00000058335",-0.425599133149264,-0.539746467217453,-0.311451799081075,3.52809352929959,-7.32603874704138,9.97474145005647e-13,2.65682873809695e-10,18.3857733695258,"RASGRF1",49.95,9929,"DOWN"
"64","AD-CONTROL","ENSG00000113212",0.481572854958999,0.352407637080018,0.610738072837979,0.625148568295146,7.32572594132149,9.9957109657401e-13,2.65682873809695e-10,18.3699694101297,"PCDHB7",47.46,3765,"UP"
"65","AD-CONTROL","ENSG00000009694",-0.332936253902772,-0.422487598189808,-0.243384909615737,2.44377074614142,-7.30505060110642,1.14823345664884e-12,2.97724005939778e-10,18.2778679832902,"TENM1",37.17,12896,"DOWN"
"66","AD-CONTROL","ENSG00000165895",0.527787155441691,0.385778306422778,0.669796004460604,0.842270135058661,7.30260245405682,1.16721733800004e-12,2.97724005939778e-10,18.2284057836549,"ARHGAP42",38.03,6944,"UP"
"67","AD-CONTROL","ENSG00000107249",0.527399387153507,0.385481461886493,0.669317312420521,0.927493496210863,7.30191237200574,1.17262409017489e-12,2.97724005939778e-10,18.2241695986316,"GLIS3",40.19,11558,"UP"
"68","AD-CONTROL","ENSG00000100142",-0.445207416001207,-0.565339693126286,-0.325075138876128,1.48621621290066,-7.28176954485064,1.3417741542337e-12,3.35660590259845e-10,18.1149584315341,"POLR2F",53.44,7042,"DOWN"
"69","AD-CONTROL","ENSG00000178202",0.313976371450196,0.229152836775704,0.398799906124687,2.03150531914424,7.27302113571088,1.42251659521983e-12,3.50701881178037e-10,18.0727140175775,"KDELC2",41.21,4993,"UP"
"70","AD-CONTROL","ENSG00000172380",0.483573649142304,0.352861030187221,0.614286268097386,2.74321838660575,7.26907852712631,1.46044980968283e-12,3.54638715766147e-10,18.0346807953735,"GNG12",41.55,4724,"UP"
"71","AD-CONTROL","ENSG00000164949",0.832067372223185,0.607092740937051,1.05704200350932,1.76548462369785,7.26706748358647,1.48018040205728e-12,3.54638715766147e-10,18.0344694115747,"GEM",44.2,2648,"UP"
"72","AD-CONTROL","ENSG00000152990",0.477910090908135,0.348653034423795,0.607167147392475,2.45946151633905,7.26484224989644,1.50231824665673e-12,3.54943551303856e-10,18.0160556674508,"ADGRA3",39.05,9250,"UP"
"73","AD-CONTROL","ENSG00000092969",0.669882737963883,0.488439386916322,0.851326089011444,2.07555952313919,7.25424097339063,1.61234046276277e-12,3.73564144254682e-10,17.9531764519743,"TGFB2",41.85,5151,"UP"
"74","AD-CONTROL","ENSG00000166831",0.453687306881051,0.330782331333547,0.576592282428556,1.06605120119918,7.25306239680647,1.62505124183449e-12,3.73564144254682e-10,17.9126249423732,"RBPMS2",52.71,2101,"UP"
"75","AD-CONTROL","ENSG00000162520",0.494610807151497,0.360578479854424,0.628643134448569,0.410307747152639,7.25083950478937,1.64929376699145e-12,3.7408181693722e-10,17.8930118436001,"SYNC",48.09,3487,"UP"
"76","AD-CONTROL","ENSG00000007237",-0.335187670819642,-0.426095368355806,-0.244279973283478,5.37842799282675,-7.2447203611738,1.71788158852872e-12,3.84511627663974e-10,17.8782781861834,"GAS7",47.97,10100,"DOWN"
"77","AD-CONTROL","ENSG00000166483",0.458689525491034,0.33419307525768,0.583185975724388,0.470513501180411,7.23929215486738,1.78106909952599e-12,3.93477486390086e-10,17.8224333199307,"WEE1",40.54,9239,"UP"
"78","AD-CONTROL","ENSG00000137693",0.550676625898193,0.401091597316543,0.700261654479842,2.747321308718,7.23340469101865,1.85218914009178e-12,4.03943454642325e-10,17.8032625159353,"YAP1",38.63,6296,"UP"
"79","AD-CONTROL","ENSG00000120885",0.316591312519877,0.23024921713208,0.402933407907675,7.26593263652846,7.2046130224042,2.24227958936084e-12,4.82828077147053e-10,17.6355582877321,"CLU",49.9,6616,"UP"
"80","AD-CONTROL","ENSG00000145012",0.338880236555736,0.246267524049407,0.431492949062065,2.05693380853173,7.18968539081398,2.47528147475241e-12,5.19839668728558e-10,17.5401129631008,"LPP",39.17,25535,"UP"
"81","AD-CONTROL","ENSG00000205403",0.723696933292453,0.525942863645043,0.921451002939863,0.978649421013739,7.19060698045679,2.46023111927606e-12,5.19839668728558e-10,17.5250336032422,"CFI",38,3875,"UP"
"82","AD-CONTROL","ENSG00000067560",0.228406231692925,0.16587510556101,0.290937357824839,5.69047402224362,7.17704960997378,2.69100108448088e-12,5.58251456684198e-10,17.4500844585194,"RHOA",46.57,2582,"UP"
"83","AD-CONTROL","ENSG00000172037",0.384486106249546,0.278793182612379,0.490179029886713,2.72713423491944,7.14774398836043,3.26503714148342e-12,6.6917526281656e-10,17.2553683445675,"LAMB2",57.34,6865,"UP"
"84","AD-CONTROL","ENSG00000231764",-0.935416357196966,-1.19306385448312,-0.677768859910816,-2.02143904433427,-7.13367436939774,3.58186899240017e-12,7.25371112258563e-10,17.1612374919392,"DLX6-AS1",42.59,16633,"DOWN"
"85","AD-CONTROL","ENSG00000144810",0.828594096108758,0.599759401093128,1.05742879112439,-0.132044118635253,7.11466102105112,4.05851042560619e-12,7.99488802342381e-10,17.0347065141934,"COL8A1",38.48,9408,"UP"
"86","AD-CONTROL","ENSG00000165886",0.260668174033749,0.188673538208934,0.332662809858563,3.22127613821263,7.11413529105628,4.07253952981298e-12,7.99488802342381e-10,17.0175696388281,"UBTD1",49.52,1706,"UP"
"87","AD-CONTROL","ENSG00000082397",-0.283244188451961,-0.361480853334013,-0.20500752356991,3.93771914172392,-7.1135260872889,4.08885578765429e-12,7.99488802342381e-10,17.006291216947,"EPB41L3",39.83,12203,"DOWN"
"88","AD-CONTROL","ENSG00000253159",0.595756741805887,0.431016286024538,0.760497197587236,1.66978990848545,7.10563593178765,4.30607526212223e-12,8.32393707772286e-10,17.0013941776079,"PCDHGA12",45.55,4815,"UP"
"89","AD-CONTROL","ENSG00000162747",1.57417786264451,1.13788435730315,2.01047136798587,-0.819406093593942,7.08939708024394,4.78946280417615e-12,9.15433165863376e-10,16.8784018361246,"FCGR3B",44.5,3073,"UP"
"90","AD-CONTROL","ENSG00000082781",0.405845008923476,0.293139883687478,0.518550134159474,2.8019063349271,7.07539667157906,5.24876334502695e-12,9.92074591802815e-10,16.7896132675865,"ITGB5",46.61,6447,"UP"
"91","AD-CONTROL","ENSG00000070731",0.621737091357967,0.448995730258047,0.794478452457886,0.594087743903598,7.07203968948074,5.36517526498901e-12,1.00293402673327e-09,16.7679667690022,"ST6GALNAC2",54.1,3098,"UP"
"92","AD-CONTROL","ENSG00000102580",0.269842728830786,0.194787218627632,0.34489823903394,2.96949704434528,7.06419026783115,5.64737225794724e-12,1.04421140739066e-09,16.7102441372232,"DNAJC3",39.79,5591,"UP"
"93","AD-CONTROL","ENSG00000170439",0.712963519921355,0.514477329653736,0.911449710188974,1.4063280914369,7.05783112181626,5.8866487212858e-12,1.06607525921471e-09,16.7028769184405,"METTL7B",52.54,1506,"UP"
"94","AD-CONTROL","ENSG00000101955",0.614639366806287,0.443523507859826,0.785755225752748,2.76467641577534,7.05771895939793,5.89095728447373e-12,1.06607525921471e-09,16.6917115694967,"SRPX",41.48,1987,"UP"
"95","AD-CONTROL","ENSG00000173548",0.380357873981686,0.274328836199881,0.486386911763492,2.21582594507441,7.04858336405706,6.25249838104265e-12,1.10792968708246e-09,16.6472788545919,"SNX33",56.2,8008,"UP"
"96","AD-CONTROL","ENSG00000106333",0.40960366871793,0.295388902188092,0.523818435247767,1.83271066711307,7.04653853052786,6.33636269550329e-12,1.11121511147635e-09,16.6354321021137,"PCOLCE",60.91,3532,"UP"
"97","AD-CONTROL","ENSG00000158186",0.409075880606685,0.295121335353553,0.523030425859817,4.35968485024801,7.0535292407591,6.05413946745865e-12,1.08407333137831e-09,16.633974777346,"MRAS",48.52,6365,"UP"
"98","AD-CONTROL","ENSG00000034677",0.246645017413554,0.177851827517301,0.315438207309806,3.41105757165212,7.04467801735599,6.41362772058655e-12,1.11328797096835e-09,16.5719866674508,"RNF19A",38.61,6031,"UP"
"99","AD-CONTROL","ENSG00000213337",-0.206932699653279,-0.264723074601521,-0.149142324705036,1.61366711327684,-7.03570887594925,6.79929462068874e-12,1.16831111911653e-09,16.5631731020751,"ANKRD39",51.61,5330,"DOWN"
"100","AD-CONTROL","ENSG00000154274",0.554374178685404,0.399508547466474,0.709239809904335,0.863150299400159,7.03367336299612,6.88994481232042e-12,1.17204851202383e-09,16.5306802194035,"C4orf19",41,2770,"UP"
"101","AD-CONTROL","ENSG00000170242",0.206442805760358,0.148751992976856,0.26413361854386,4.01836749225596,7.03116589341052,7.00324767044828e-12,1.17952718932669e-09,16.4850766649325,"USP47",35.32,11158,"UP"
"102","AD-CONTROL","ENSG00000089094",-0.177239581077585,-0.226882266250445,-0.127596895904724,2.13174968392952,-7.01519423063518,7.7691621165901e-12,1.29569820358151e-09,16.4389690333227,"KDM2B",50.79,13703,"DOWN"
"103","AD-CONTROL","ENSG00000127418",0.452851123772201,0.325757989725948,0.579944257818454,3.23425434322673,7.00112142546706,8.51184734126565e-12,1.40577704002204e-09,16.3050250720557,"FGFRL1",66.74,4145,"UP"
"104","AD-CONTROL","ENSG00000139921",0.312554856901854,0.22456906458036,0.400540649223348,2.83091966578742,6.9798799357078,9.7668258677242e-12,1.59753341188323e-09,16.1867139027332,"TMX1",36.96,4499,"UP"
"105","AD-CONTROL","ENSG00000165097",0.230281327141301,0.165431845548638,0.295130808733965,2.85027188031732,6.97728502565694,9.93208556744428e-12,1.60909245321709e-09,16.1698865626351,"KDM1B",42.05,4595,"UP"
"106","AD-CONTROL","ENSG00000117592",0.388071606974872,0.278601850869062,0.497541363080682,5.30400280126482,6.96549473034943,1.0718234272629e-11,1.72007436992162e-09,16.1068782935055,"PRDX6",40.72,2367,"UP"
"107","AD-CONTROL","ENSG00000179241",0.309666126536368,0.222221720932605,0.397110532140131,3.15274286968982,6.95818419747192,1.12360634478217e-11,1.78632406832612e-09,16.042374777763,"LDLRAD3",44.12,4575,"UP"
"108","AD-CONTROL","ENSG00000233670",0.891420487947257,0.63937190524839,1.14346907064612,1.56010823815084,6.9491646421228,1.19089162356388e-11,1.87576457485604e-09,16.0291942296819,"PIRT",48.06,3810,"UP"
"109","AD-CONTROL","ENSG00000196867",-0.160660813104319,-0.206119534605371,-0.115202091603266,2.30612176811412,-6.94427630799543,1.22899657200246e-11,1.91802391617741e-09,15.9931968363795,"ZFP28",40.78,6974,"DOWN"
"110","AD-CONTROL","ENSG00000141433",-0.686741765481675,-0.881283496888922,-0.492200034074427,1.45861659102443,-6.93609341182284,1.29548097567702e-11,1.98535377272449e-09,15.9449906557995,"ADCYAP1",52.82,3805,"DOWN"
"111","AD-CONTROL","ENSG00000101608",0.33763063215239,0.242030415076985,0.433230849227795,2.89791977725458,6.93932476079267,1.26881503392115e-11,1.96216477654843e-09,15.9310023758014,"MYL12A",38.81,3245,"UP"
"112","AD-CONTROL","ENSG00000170348",0.225347421358796,0.161427896839069,0.289266945878522,4.41090416762714,6.92712949859056,1.37236938060566e-11,2.08440852977525e-09,15.8415532773679,"TMED10",42.21,4974,"UP"
"113","AD-CONTROL","ENSG00000134873",0.55128932550443,0.394503290567534,0.708075360441325,2.95804564764907,6.90886101013703,1.54320694609118e-11,2.32314100530593e-09,15.7466437422128,"CLDN10",42.01,3380,"UP"
"114","AD-CONTROL","ENSG00000162913",-0.605795845949483,-0.778169740112076,-0.43342195178689,0.569661541547433,-6.90540329082455,1.57781593894334e-11,2.34405561494229e-09,15.7433762438186,"C1orf145",60.11,3647,"DOWN"
"115","AD-CONTROL","ENSG00000174032",0.240314144759875,0.1718386457784,0.30878964374135,1.86350550698275,6.89570029614309,1.67905843479465e-11,2.39158719835464e-09,15.6995537960897,"SLC25A30",42.94,6794,"UP"
"116","AD-CONTROL","ENSG00000144909",0.29187885515389,0.208787727138143,0.374969983169637,2.97179227350096,6.90211559990317,1.61142968347608e-11,2.34405561494229e-09,15.6954555552702,"OSBPL11",39.18,4191,"UP"
"117","AD-CONTROL","ENSG00000136048",0.33834668952047,0.241948460266075,0.434744918774866,0.964968835281136,6.89647434041987,1.67075302274714e-11,2.39158719835464e-09,15.6885538968957,"DRAM1",41.46,4180,"UP"
"118","AD-CONTROL","ENSG00000169439",0.392041097742958,0.280462070744911,0.503620124741006,3.81690788416331,6.90372170306978,1.59492172621042e-11,2.34405561494229e-09,15.6859481009049,"SDC2",41.4,4536,"UP"
"119","AD-CONTROL","ENSG00000100227",0.220850740458408,0.157978970813141,0.283722510103675,4.38271880461946,6.90203924882911,1.61221860530391e-11,2.34405561494229e-09,15.6836630017838,"POLDIP3",49.1,3650,"UP"
"120","AD-CONTROL","ENSG00000154240",0.371681868682172,0.265762799992913,0.477600937371432,0.98000189305708,6.89495556874698,1.68708755395072e-11,2.39158719835464e-09,15.6777570007956,"CEP112",37.96,7849,"UP"
"121","AD-CONTROL","ENSG00000135549",-0.309257817353332,-0.397536080759545,-0.22097955394712,3.39477485849909,-6.88337063427265,1.81695432631291e-11,2.55439752437264e-09,15.6219307864826,"PKIB",37.28,3432,"DOWN"
"122","AD-CONTROL","ENSG00000069869",0.441853806289651,0.315695681774926,0.568011930804376,0.374122249004683,6.88172994533286,1.83612284171429e-11,2.56018734921327e-09,15.5955456528405,"NEDD4",38.51,9097,"UP"
"123","AD-CONTROL","ENSG00000069974",0.359150364554387,0.256331212143935,0.461969516964839,1.18715509214235,6.86335624432399,2.06483068148817e-11,2.85567761973945e-09,15.4880113078133,"RAB27A",41.6,5605,"UP"
"124","AD-CONTROL","ENSG00000162733",0.485226073525576,0.345837453570573,0.624614693480579,2.38022345960928,6.83992060667432,2.39749453994418e-11,3.21132122984177e-09,15.3466965009016,"DDR2",40.47,10730,"UP"
