"","Comparison","ensembl_gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","hgnc_symbol","percentage_gc_content","gene.length","Direction"
"58","AD-CONTROL","ENSG00000137075",-0.0945199494063438,-0.136425567509466,-0.0526143313032213,3.9286135168098,-4.4580328969822,1.64621779225197e-05,0.00457846596606699,2.76621228583767,"RNF38",41.31,6138,"NONE"
"59","AD-CONTROL","ENSG00000136827",-0.185906441801709,-0.268391210624526,-0.103421672978893,3.72363875138158,-4.45464106601263,1.66926027340086e-05,0.00457846596606699,2.75343815089117,"TOR1A",52.06,3766,"DOWN"
"60","AD-CONTROL","ENSG00000120509",-0.206783759823007,-0.29878115911312,-0.114786360532895,3.77670307765035,-4.44255605737959,1.75391108692479e-05,0.00469300602635843,2.70811550401296,"PDZD11",49.29,1393,"DOWN"
"61","AD-CONTROL","ENSG00000164692",0.679958638172135,0.378131902398177,0.981785373946093,0.860849718279914,4.45263225251663,1.68305328981754e-05,0.00457846596606699,2.62238398826303,"COL1A2",37.57,11156,"UP"
"62","AD-CONTROL","ENSG00000182220",-0.187866147252322,-0.27206443170761,-0.103667862797034,4.00607849207305,-4.40998716444035,2.00312375652242e-05,0.0051896803101522,2.58787592856901,"ATP6AP2",41.77,9560,"DOWN"
"63","AD-CONTROL","ENSG00000175203",-0.111812015386977,-0.162097777620383,-0.0615262531535705,4.73605703266673,-4.39476318033208,2.13098304265894e-05,0.00533641883700961,2.54370703330752,"DCTN2",48.08,4217,"NONE"
"64","AD-CONTROL","ENSG00000173376",0.47436615147286,0.262135185090868,0.686597117854852,1.11260420951883,4.41770772804803,1.94113554899451e-05,0.00511019587591748,2.52076360290931,"NDNF",38.85,3556,"UP"
"65","AD-CONTROL","ENSG00000146535",0.272755186350897,0.14984655978234,0.395663812919455,3.81098908980784,4.38614203168558,2.20683207782127e-05,0.00533641883700961,2.49745779573302,"GNA12",45.87,6120,"UP"
"66","AD-CONTROL","ENSG00000120885",0.186978787415835,0.102781968956095,0.271175605875574,7.04601984914599,4.38923362023259,2.17933838278091e-05,0.00533641883700961,2.49449494476175,"CLU",49.9,6616,"UP"
"67","AD-CONTROL","ENSG00000155363",0.240171099268962,0.13190037948988,0.348441819048044,1.98161089154345,4.38431511904338,2.22323539343618e-05,0.00533641883700961,2.47368160179749,"MOV10",48.61,6509,"UP"
"68","AD-CONTROL","ENSG00000144366",-0.272995870818451,-0.396043498965328,-0.149948242671573,1.56487815636192,-4.38505324149734,2.21659394068209e-05,0.00533641883700961,2.44303742293263,"GULP1",35.36,11979,"DOWN"
"69","AD-CONTROL","ENSG00000164465",-0.246997948729263,-0.358736184618361,-0.135259712840164,2.08674338223162,-4.36901539798126,2.36528612641518e-05,0.00559510147178965,2.43729225834845,"DCBLD1",39.51,6819,"DOWN"
"70","AD-CONTROL","ENSG00000152931",-0.488652607770482,-0.710793169222476,-0.266512046318488,2.24044674262954,-4.34774830912244,2.57730759369228e-05,0.00589733355015621,2.37455905158575,"PART1",39.84,9752,"DOWN"
"71","AD-CONTROL","ENSG00000126267",-0.150526275182683,-0.219045678339419,-0.0820068720259475,5.25977516431626,-4.34200963600643,2.63757719128418e-05,0.00589733355015621,2.35668592788154,"COX6B1",49.06,936,"DOWN"
"72","AD-CONTROL","ENSG00000028839",-0.159941779147755,-0.232692997075532,-0.0871905612199781,3.07988021802582,-4.34523924893624,2.60349402285121e-05,0.00589733355015621,2.35644737963503,"TBPL1",37.6,5039,"DOWN"
"73","AD-CONTROL","ENSG00000135052",0.136453313163843,0.0743473492013558,0.19855927712633,4.60564468752781,4.34252989934276,2.63205786115032e-05,0.00589733355015621,2.34933927453124,"GOLM1",45.43,4233,"NONE"
"74","AD-CONTROL","ENSG00000079432",0.155102555324016,0.0844025214045603,0.225802589243472,3.43117698640028,4.33602093131394,2.70191578819957e-05,0.00595954993175586,2.31405456854373,"CIC",61.52,9494,"UP"
"75","AD-CONTROL","ENSG00000143772",0.40155731029748,0.218000161327995,0.585114459266964,4.9683368488865,4.32382663314771,2.83761526661028e-05,0.00614560152289275,2.28537900617751,"ITPKB",49.82,7036,"UP"
"76","AD-CONTROL","ENSG00000165801",0.261669086196668,0.141937333113599,0.381400839279738,2.98497778537246,4.31951628464233,2.88712888194654e-05,0.00614560152289275,2.26777037393156,"ARHGEF40",53.84,8189,"UP"
"77","AD-CONTROL","ENSG00000250125",-0.33410813346647,-0.487022666124464,-0.181193600808476,1.71853403041337,-4.31847416357123,2.89922385285346e-05,0.00614560152289275,2.21144445950235,"",34.03,4079,"DOWN"
"78","AD-CONTROL","ENSG00000213398",0.282240294853241,0.1526365295543,0.411844060152181,2.27011658625117,4.30420985381143,3.06974785384285e-05,0.00624467628865751,2.20851922451469,"LCAT",58.67,2625,"UP"
"79","AD-CONTROL","ENSG00000197140",-0.219308741008009,-0.320021769764414,-0.118595712251605,1.67443926279927,-4.30390150817225,3.07353827356889e-05,0.00624467628865751,2.1645717725098,"ADAM32",37.69,10044,"DOWN"
"80","AD-CONTROL","ENSG00000124733",-0.186763474854764,-0.272747683221687,-0.10077926648784,4.13973686986908,-4.29304348690699,3.20991558380899e-05,0.00624467628865751,2.15595101424964,"MEA1",56.59,1089,"DOWN"
"81","AD-CONTROL","ENSG00000184752",-0.186795714876368,-0.272801478756802,-0.100789950995934,3.96482849837351,-4.29270842732327,3.21421498965482e-05,0.00624467628865751,2.15204453973373,"NDUFA12",43.14,1815,"DOWN"
"82","AD-CONTROL","ENSG00000182700",0.11478443097848,0.0618611954138518,0.167707666543108,4.60790128010664,4.2867547439354,3.2915393031912e-05,0.00624467628865751,2.14318347908922,"IGIP",35.54,3458,"NONE"
"83","AD-CONTROL","ENSG00000196367",0.119738089680276,0.0645384426879645,0.174937736672588,3.6147148254593,4.28734136342833,3.28384191590914e-05,0.00624467628865751,2.13176947905879,"TRRAP",46.21,13218,"NONE"
"84","AD-CONTROL","ENSG00000167550",-0.39674720138702,-0.579902311324636,-0.213592091449403,1.92833291698239,-4.28141051620395,3.36246618778832e-05,0.00624467628865751,2.11905938502857,"RHEBL1",49.73,1290,"DOWN"
"85","AD-CONTROL","ENSG00000100519",-0.12769070819404,-0.186660290638109,-0.0687211257499701,3.26932060610756,-4.27979810691388,3.38415202828623e-05,0.00624467628865751,2.11078729911151,"PSMC6",37.9,7482,"NONE"
"86","AD-CONTROL","ENSG00000136040",-0.218082968055922,-0.318832655778288,-0.117333280333557,3.35441099946447,-4.27828862326018,3.4045751767711e-05,0.00624467628865751,2.10276107269063,"PLXNC1",43.75,9887,"DOWN"
"87","AD-CONTROL","ENSG00000223414",-0.512293750063513,-0.748670617941024,-0.275916882186003,1.64450167706404,-4.2835725130357,3.33359796019682e-05,0.00624467628865751,2.09362322898803,"LINC00473",43.08,4376,"DOWN"
"88","AD-CONTROL","ENSG00000158270",0.47307209944023,0.253952459306881,0.692191739573579,2.42864168557827,4.26715156182531,3.55895610868541e-05,0.00642330750715375,2.08574580744331,"COLEC12",43.13,7340,"UP"
"89","AD-CONTROL","ENSG00000196739",0.331666762154656,0.178929164808279,0.484404359501032,1.20407499934648,4.2918845956222,3.22480972152353e-05,0.00624467628865751,2.08221492871483,"COL27A1",52.26,13988,"UP"
"90","AD-CONTROL","ENSG00000141646",0.151022460863647,0.0810004194710198,0.221044502256273,2.961958674472,4.26283785832525,3.62053847970925e-05,0.00642330750715375,2.0615126101204,"SMAD4",37.94,13123,"UP"
"91","AD-CONTROL","ENSG00000158163",0.258009031929188,0.13881332853748,0.377204735320896,1.53566212939834,4.27825185868022,3.40507406990883e-05,0.00624467628865751,2.0561370502667,"DZIP1L",45.71,5045,"UP"
"92","AD-CONTROL","ENSG00000103356",-0.148884015304585,-0.217898509173413,-0.079869521435757,3.53166204888854,-4.26382925290212,3.60629551907449e-05,0.00642330750715375,2.04648140455063,"EARS2",47.93,5730,"DOWN"
"93","AD-CONTROL","ENSG00000185008",-0.236714763299559,-0.34668605521196,-0.126743471387159,2.49158439970372,-4.25439742206552,3.74400367364074e-05,0.00645429779521884,2.04134330029584,"ROBO2",35.65,16663,"DOWN"
"94","AD-CONTROL","ENSG00000173611",-0.224542507307269,-0.328725010663358,-0.120360003951181,3.37258095296566,-4.25986482672418,3.6635750920329e-05,0.00642977125292054,2.03607550524242,"SCAI",40.94,13014,"DOWN"
"95","AD-CONTROL","ENSG00000150776",-0.111996307298698,-0.164037149293646,-0.0599554653037504,3.0904639919924,-4.25354888252443,3.75663699635945e-05,0.00645429779521884,2.0210213143358,"C11orf57",40.81,5755,"NONE"
"96","AD-CONTROL","ENSG00000141433",-0.502552353940834,-0.736784464759669,-0.268320243122,2.58500622564045,-4.24059618869741,3.95463054627492e-05,0.00651538815052286,1.99125907154651,"ADCYAP1",52.82,3805,"DOWN"
"97","AD-CONTROL","ENSG00000117245",-0.266701061193207,-0.391050754694567,-0.142351367691847,2.69218749878166,-4.23908440396846,3.9783812274388e-05,0.00651538815052286,1.98319550351712,"KIF17",52.54,4470,"DOWN"
"98","AD-CONTROL","ENSG00000143315",0.147911514188416,0.0788090092685289,0.217014019108302,2.49796931383205,4.2305831151577,4.11450749789958e-05,0.00652424892903827,1.95677665054313,"PIGM",41.28,4319,"UP"
"99","AD-CONTROL","ENSG00000170759",0.206962999914999,0.110268661564759,0.303657338265238,5.28362894766151,4.23042211779677,4.11712804613983e-05,0.00652424892903827,1.95340424560589,"KIF5B",37.58,5877,"UP"
"100","AD-CONTROL","ENSG00000126016",0.24098340501032,0.128594828052367,0.353371981968274,3.86657056155918,4.23796146546491,3.99611145692554e-05,0.00651538815052286,1.95120410194539,"AMOT",41.97,8502,"UP"
"101","AD-CONTROL","ENSG00000129636",-0.186020501062926,-0.272807287477866,-0.0992337146479859,3.84130066527773,-4.23642226374964,4.02053725668911e-05,0.00651538815052286,1.94672964036996,"ITFG1",37.51,7770,"DOWN"
"102","AD-CONTROL","ENSG00000171634",0.109266583755668,0.0582804619729039,0.160252705538431,3.79207120759286,4.23572177200619,4.03170079158687e-05,0.00651538815052286,1.94244068588666,"BPTF",40.86,15098,"NONE"
"103","AD-CONTROL","ENSG00000044459",0.18379988991523,0.0980538251988007,0.26954595463166,1.36808135391192,4.23665489182078,4.01683649000088e-05,0.00651538815052286,1.90643550871379,"CNTLN",36.43,11064,"UP"
"104","AD-CONTROL","ENSG00000075407",0.0886480766950095,0.0470880292141117,0.130208124175907,2.82840384258256,4.21585166521763,4.36103172081301e-05,0.00684430382183749,1.89792417613048,"ZNF37A",39.11,13190,"NONE"
"105","AD-CONTROL","ENSG00000232119",-0.14116009766954,-0.207398278101987,-0.0749219172370936,3.19306032506021,-4.21207015062987,4.42656128313932e-05,0.0068809841203238,1.86686504801094,"MCTS1",39.24,2837,"DOWN"
"106","AD-CONTROL","ENSG00000197658",-0.486409609448603,-0.714939103633706,-0.257880115263501,1.88530202437503,-4.20680059907984,4.51945234304506e-05,0.00692212089389748,1.84401101011359,"SLC22A24",39.26,2492,"DOWN"
"107","AD-CONTROL","ENSG00000162636",-0.229305799870082,-0.337066797541103,-0.121544802199061,3.26671282261619,-4.20576957846095,4.53784423261261e-05,0.00692212089389748,1.84215133389863,"FAM102B",39.64,9355,"DOWN"
"108","AD-CONTROL","ENSG00000253726",-0.344138142335841,-0.505962974768301,-0.18231330990338,1.5850710642813,-4.20319639859238,4.58405933472512e-05,0.00692787189457254,1.80826436959566,"",38,1722,"DOWN"
"109","AD-CONTROL","ENSG00000176171",-0.17906742837484,-0.263459024066478,-0.0946758326832025,4.61761699586309,-4.19381662755799,4.75637051926172e-05,0.00701641129882582,1.80737380754187,"BNIP3",49.42,5325,"DOWN"
"110","AD-CONTROL","ENSG00000171476",-0.333012930044675,-0.489969151139662,-0.176056708949687,4.03687690467044,-4.19348024681788,4.76266382531729e-05,0.00701641129882582,1.79432371019784,"HOPX",42.94,7753,"DOWN"
"111","AD-CONTROL","ENSG00000107669",-0.0994061539724269,-0.146281177925408,-0.0525311300194457,4.13434781239957,-4.19144534865405,4.80090489590009e-05,0.00701641129882582,1.7850121026604,"ATE1",39.1,5720,"NONE"
"112","AD-CONTROL","ENSG00000173272",-0.204127543418767,-0.300465136587534,-0.10778995025,3.29571211099897,-4.18791497962577,4.86794855562905e-05,0.00701641129882582,1.77826213040099,"MZT2A",51.73,4093,"DOWN"
"113","AD-CONTROL","ENSG00000173848",0.315391420429529,0.166482579939023,0.464300260920036,3.2580322001489,4.18621406398464,4.90056909732964e-05,0.00701641129882582,1.77344866777201,"NET1",37.02,4175,"UP"
"114","AD-CONTROL","ENSG00000130731",-0.202088100128884,-0.297656262448754,-0.106519937809014,4.03467069518697,-4.1794539576238,5.0322974238291e-05,0.00713736810386289,1.74106173390541,"METTL26",67.84,1830,"DOWN"
"115","AD-CONTROL","ENSG00000196576",0.202286533494075,0.106578049603547,0.297995017384602,3.68630365590596,4.17742416563663,5.07250765866986e-05,0.00713736810386289,1.73376542471021,"PLXNB2",64.97,7257,"UP"
"116","AD-CONTROL","ENSG00000133030",0.0874831171639974,0.0459673735418672,0.128998860786128,4.79524567260195,4.16488934364188,5.32772306695986e-05,0.00728538919585259,1.70886646944482,"MPRIP",51.29,18105,"NONE"
"117","AD-CONTROL","ENSG00000114388",-0.145483219394098,-0.21452699603115,-0.0764394427570463,3.14514120127186,-4.16466816695553,5.33233486037736e-05,0.00728538919585259,1.70114667086991,"NPRL2",56.73,3677,"DOWN"
"118","AD-CONTROL","ENSG00000166801",0.31083786145062,0.163452935021824,0.458222787879417,1.76365591929488,4.16843354963925,5.25434101917027e-05,0.00728538919585259,1.69851321429975,"FAM111A",40.01,7221,"UP"
"119","AD-CONTROL","ENSG00000140798",-0.438769430203434,-0.645861095749904,-0.231677764656963,0.668427417821151,-4.18760568038085,4.87386485377206e-05,0.00701641129882582,1.69599126390163,"ABCC12",47.16,7456,"DOWN"
"120","AD-CONTROL","ENSG00000055609",0.142817817350604,0.0750146551756846,0.210620979525523,3.87087473660148,4.16317322775342,5.3636064551236e-05,0.00728538919585259,1.68113361504688,"KMT2C",38.65,20114,"UP"
"121","AD-CONTROL","ENSG00000174306",0.220628376313021,0.115839851421133,0.32541690120491,3.66070447495866,4.16140209325196,5.40088281275679e-05,0.00728538919585259,1.6748325421231,"ZHX3",41.13,11621,"UP"
"122","AD-CONTROL","ENSG00000242687",0.245265544826033,0.12859368299659,0.361937406655475,2.01043772520094,4.15491796315591,5.53947878355951e-05,0.00741109612338183,1.67178713284183,"",46.84,4194,"UP"
"123","AD-CONTROL","ENSG00000196262",-0.147936750317517,-0.218440183810632,-0.0774333168244025,5.58948902417766,-4.14722737181276,5.70827697425181e-05,0.00745363974189904,1.66166176686332,"PPIA",47.06,4432,"DOWN"
"124","AD-CONTROL","ENSG00000057663",-0.132575345586584,-0.195710183975624,-0.0694405071975434,3.3288052747424,-4.15035966757748,5.63894149736127e-05,0.00745363974189904,1.64174762048016,"ATG5",39.62,5546,"NONE"
