"","Comparison","ensembl_gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","hgnc_symbol","percentage_gc_content","gene.length","Direction"
"22","AD-NORMAL","ENSG00000249915",-0.0987325706521247,-0.139811132010784,-0.0576540092934657,3.44731399861496,-4.72004406082204,2.92010621276872e-06,0.00200347845312265,4.30846382379136,"PDCD6",50.84,9493,"NONE"
"23","AD-NORMAL","ENSG00000141084",-0.0880357449772977,-0.12471058710505,-0.0513609028495453,3.04213450286177,-4.71402220763622,3.00468851493948e-06,0.00200347845312265,4.2871775390352,"RANBP10",49.73,6460,"NONE"
"24","AD-NORMAL","ENSG00000204120",0.0730990617767557,0.0425740410476827,0.103624082505829,3.53510170343163,4.70280172475859,3.16861629161359e-06,0.00200347845312265,4.2307332628764,"GIGYF2",39.44,13416,"NONE"
"25","AD-NORMAL","ENSG00000174748",-0.0728140619373194,-0.103236282725025,-0.0423918411496135,6.02447673083289,-4.70029567648379,3.20638635990438e-06,0.00200347845312265,4.22633146747226,"RPL15",46.46,6528,"NONE"
"26","AD-NORMAL","ENSG00000136449",-0.197685002846466,-0.280512789389486,-0.114857216303446,1.29457711830362,-4.68703828742362,3.41350850200006e-06,0.00205086216575934,4.01406955569957,"MYCBPAP",50.71,6515,"DOWN"
"27","AD-NORMAL","ENSG00000119760",-0.0780892750563433,-0.111041990738454,-0.0451365593742324,4.1233395716709,-4.65372818385527,3.99222774104901e-06,0.00230972553862691,4.00947371519873,"SUPT7L",41.29,5309,"NONE"
"28","AD-NORMAL","ENSG00000123472",-0.0930143965028156,-0.132443323408939,-0.0535854695966919,4.86373686250211,-4.63271995959772,4.40450750290946e-06,0.00245724327510531,3.92019896474847,"ATPAF1",41.86,5677,"NONE"
"29","AD-NORMAL","ENSG00000148468",0.0956749658334317,0.0549951992193315,0.136354732447532,5.37597553679297,4.61871002212795,4.70185445758167e-06,0.00248216499391351,3.86498155867228,"FAM171A1",44.98,3955,"NONE"
"30","AD-NORMAL","ENSG00000161642",0.121750960353028,0.0698739643587246,0.173627956347332,5.13787564598712,4.60891192864142,4.92116340563197e-06,0.00248216499391351,3.81997516606295,"ZNF385A",54.05,3179,"NONE"
"31","AD-NORMAL","ENSG00000170791",-0.126711165569382,-0.180784260630002,-0.0726380705087624,3.14376048757028,-4.601871533942,5.08477561009105e-06,0.00248216499391351,3.80382606069865,"CHCHD7",41.56,5866,"NONE"
"32","AD-NORMAL","ENSG00000235423",0.21925043639858,0.125763553549508,0.312737319247652,1.86863036866914,4.60564670645494,4.99640561872801e-06,0.00248216499391351,3.75517993454773,"",46.01,1756,"UP"
"33","AD-NORMAL","ENSG00000153130",-0.119838501296403,-0.171208601844209,-0.0684684007485975,4.69029220935644,-4.58127948193431,5.59383369845612e-06,0.00252855865378184,3.69868530632249,"SCOC",40.94,6294,"NONE"
"34","AD-NORMAL","ENSG00000169064",-0.278378734412111,-0.398295198354514,-0.158462270469707,2.61158820466262,-4.55887910925407,6.20305286193423e-06,0.00252855865378184,3.61827440942758,"ZBBX",36.38,3972,"DOWN"
"35","AD-NORMAL","ENSG00000167005",-0.0900235526659703,-0.128770953256276,-0.0512761520756642,4.33159702343098,-4.56262114249532,6.09703409614236e-06,0.00252855865378184,3.61818476626361,"NUDT21",39.54,5954,"NONE"
"36","AD-NORMAL","ENSG00000140564",0.109957440150535,0.0626240606782384,0.157290819622831,3.95271502497495,4.56202794508463,6.11372376074643e-06,0.00252855865378184,3.61532093147649,"FURIN",58.47,4728,"NONE"
"37","AD-NORMAL","ENSG00000112294",-0.11331316266748,-0.162117267244856,-0.0645090580901047,4.55405843570253,-4.55958005957568,6.18305997149095e-06,0.00252855865378184,3.60578413395673,"ALDH5A1",43.11,5525,"NONE"
"38","AD-NORMAL","ENSG00000185513",-0.121113133791108,-0.17335993347268,-0.0688663341095364,2.66185749462718,-4.55231579711276,6.39328847072351e-06,0.00252855865378184,3.59287163703309,"L3MBTL1",49.19,10674,"NONE"
"39","AD-NORMAL","ENSG00000183196",0.306280512410173,0.17382197686926,0.438739047951085,2.53884773889835,4.54088234405804,6.73812332838221e-06,0.00252855865378184,3.54289305984212,"CHST6",49.91,8469,"UP"
"40","AD-NORMAL","ENSG00000198429",0.180573860067686,0.102575431464719,0.258572288670654,2.01989334706877,4.54642323087358,6.56883930957602e-06,0.00252855865378184,3.53335146925426,"ZNF69",43.23,2931,"UP"
"41","AD-NORMAL","ENSG00000223396",0.20666110540281,0.117101876126552,0.296220334679069,2.00733278072339,4.53157564538314,7.03191402032778e-06,0.00252855865378184,3.4728390754639,"",42.18,2329,"UP"
"42","AD-NORMAL","ENSG00000260807",-0.165754171479925,-0.237727206296666,-0.0937811366631845,4.92910453083668,-4.52267608828135,7.32431237260702e-06,0.00252855865378184,3.45148846920198,"",64.43,3905,"DOWN"
"43","AD-NORMAL","ENSG00000121413",-0.104185914496303,-0.149472041544971,-0.0588997874476344,3.52131756936743,-4.51798371309147,7.48313930178032e-06,0.00252855865378184,3.43898526991249,"ZSCAN18",50.18,8307,"NONE"
"44","AD-NORMAL","ENSG00000185658",-0.100696929897721,-0.144450858148146,-0.0569430016472954,3.85047172365643,-4.51960013516158,7.42805770434927e-06,0.00252855865378184,3.43752960322079,"BRWD1",38.65,19794,"NONE"
"45","AD-NORMAL","ENSG00000125534",-0.188188745162902,-0.270053647485791,-0.106323842840013,5.34644771991985,-4.51436564182438,7.6078520406982e-06,0.00252855865378184,3.4199659806057,"PPDPF",71.07,1094,"DOWN"
"46","AD-NORMAL","ENSG00000261616",0.194630902721973,0.110216301173914,0.279045504270032,1.61738938227816,4.52788153406811,7.15190059611209e-06,0.00252855865378184,3.41631852558181,"",41.03,2677,"UP"
"47","AD-NORMAL","ENSG00000079462",0.124316406859856,0.0702383824034862,0.178394431316227,4.00231355715442,4.51448760321803,7.60361585125587e-06,0.00252855865378184,3.4141973063465,"PAFAH1B3",53.73,1419,"NONE"
"48","AD-NORMAL","ENSG00000179029",-0.120868912264023,-0.173659928120789,-0.0680778964072569,2.56480697015758,-4.49630152973487,8.2609018669113e-06,0.00263290204536759,3.35648420042569,"TMEM107",49.51,3163,"NONE"
"49","AD-NORMAL","ENSG00000119950",0.139141994465872,0.0783714239363451,0.199912564995399,4.99761661742996,4.49640833427713,8.25688735981069e-06,0.00263290204536759,3.34167650888388,"MXI1",40.13,4607,"UP"
"50","AD-NORMAL","ENSG00000164684",0.117247803955058,0.0659617115232307,0.168533896386884,3.2791449028857,4.4895823283616,8.51725365936187e-06,0.00263290204536759,3.32528393124635,"ZNF704",40.26,15008,"NONE"
"51","AD-NORMAL","ENSG00000053702",0.196823354231662,0.110690775838367,0.282955932624958,3.32594934012098,4.48755737387801,8.59599285024947e-06,0.00263290204536759,3.31578162785946,"NRIP2",51.39,2803,"UP"
"52","AD-NORMAL","ENSG00000244128",0.198435648052754,0.111433385434655,0.285437910670854,2.51670519183624,4.47909197144103,8.93278142832746e-06,0.00268344189792122,3.28824147148071,"LINC01322",34.93,1860,"UP"
"53","AD-NORMAL","ENSG00000145020",-0.135660364086695,-0.195402831294041,-0.0759178968793483,2.80000849359666,-4.45934073692931,9.76841174606636e-06,0.00287910112991137,3.21133144768035,"AMT",54.51,5746,"NONE"
"54","AD-NORMAL","ENSG00000197150",-0.090035609483806,-0.129753798477487,-0.0503174204901247,3.07872552495453,-4.45169810114251,1.01114257176197e-05,0.00288770513234169,3.17665382885553,"ABCB8",57.04,9336,"NONE"
"55","AD-NORMAL","ENSG00000116661",0.164128555099573,0.0917052238864065,0.23655188631274,5.80457121267602,4.45047619903919,1.01673249010174e-05,0.00288770513234169,3.16375969098353,"FBXO2",61.17,2333,"UP"
"56","AD-NORMAL","ENSG00000188783",0.263723677979584,0.147238096639907,0.380209259319261,3.6778205339915,4.44608525322005,1.03706523763872e-05,0.002892856442349,3.13303753628255,"PRELP",50,5747,"UP"
"57","AD-NORMAL","ENSG00000177830",-0.0951477119142456,-0.137228383927272,-0.0530670399012195,3.30934893934746,-4.44034296610045,1.06424348394334e-05,0.00291658727415419,3.12152087533991,"CHID1",59.37,5984,"NONE"
"58","AD-NORMAL","ENSG00000099381",0.0885322818168395,0.049326593239188,0.127737970394491,3.15876523118071,4.43458930675378,1.09215859356222e-05,0.00294148437759231,3.10360948514935,"SETD1A",55.83,6903,"NONE"
"59","AD-NORMAL","ENSG00000123136",0.10690938049541,0.059443497742757,0.154375263248063,3.40632673301657,4.42318479820403,1.14957499623606e-05,0.00304364593494974,3.04563442372894,"DDX39A",55.52,3840,"NONE"
"60","AD-NORMAL","ENSG00000145882",-0.253890056445306,-0.367013803597441,-0.140766309293171,2.798641062311,-4.40750428534377,1.23325203587335e-05,0.00321077167539626,2.9999203600587,"PCYOX1L",50.16,6069,"DOWN"
"61","AD-NORMAL","ENSG00000180777",-0.228999967230099,-0.331494502002082,-0.126505432458116,2.08097545457396,-4.38768605046539,1.34736647003438e-05,0.00345036256203395,2.89494319377356,"ANKRD30B",35.45,5982,"DOWN"
"62","AD-NORMAL","ENSG00000005889",0.0788532125115127,0.0434992251746882,0.114207199848337,2.89358671680289,4.38007778196936,1.39380244608453e-05,0.00349463945479452,2.88730215530206,"ZFX",40.77,9037,"NONE"
"63","AD-NORMAL","ENSG00000270067",0.183344367973588,0.101028006318546,0.265660729628629,2.72590227100061,4.37403486719493,1.43177085402247e-05,0.00349463945479452,2.86481878787449,"",43.05,669,"UP"
"64","AD-NORMAL","ENSG00000105419",-0.200478143082779,-0.290471021861985,-0.110485264303573,4.07305803563473,-4.37481527554916,1.42681242202577e-05,0.00349463945479452,2.83316189699062,"MEIS3",56.51,5122,"DOWN"
"65","AD-NORMAL","ENSG00000101868",0.0979608291411107,0.0538282331224917,0.14209342515973,2.31091544250202,4.35906967770772,1.53010213462922e-05,0.00367718853000662,2.79523349516747,"POLA1",38.8,6336,"NONE"
"66","AD-NORMAL","ENSG00000109832",-0.142873107861825,-0.207341713760033,-0.0784045019636163,2.99107970620035,-4.35214189524518,1.57777754538066e-05,0.0037343125812714,2.7735259281728,"DDX25",44.92,11167,"DOWN"
"67","AD-NORMAL","ENSG00000132953",-0.0821686992174384,-0.11943110968006,-0.0449062887548163,2.47384892284972,-4.33048261952419,1.7361596189027e-05,0.00387941649213069,2.68669963258369,"XPO4",38.5,10500,"NONE"
"68","AD-NORMAL","ENSG00000159335",0.145946209055012,0.0797208507546297,0.212171567355394,6.22351992520154,4.32782145471015,1.75663569641648e-05,0.00387941649213069,2.67103018817639,"PTMS",61.84,1475,"UP"
"69","AD-NORMAL","ENSG00000101901",-0.0809887057060363,-0.117810267589897,-0.0441671438221761,2.95066152490359,-4.31939663569077,1.82299159494107e-05,0.00387941649213069,2.64332722053912,"ALG13",37.51,8188,"NONE"
"70","AD-NORMAL","ENSG00000086475",0.0789488265373293,0.0431157012062548,0.114781951868404,3.71234008916145,4.32675021718987,1.76494317159546e-05,0.00387941649213069,2.64077911890516,"SEPHS1",45.78,3888,"NONE"
"71","AD-NORMAL","ENSG00000135678",0.225178769258713,0.122757590032415,0.32759994848501,3.14565530336154,4.31756120571864,1.83776211777525e-05,0.00387941649213069,2.62976046002788,"CPM",41.46,7535,"UP"
"72","AD-NORMAL","ENSG00000176046",0.363024729782394,0.198036009780357,0.528013449784431,3.54661072696058,4.32098532219114,1.81029832200252e-05,0.00387941649213069,2.62690514205187,"NUPR1",50.75,5674,"UP"
"73","AD-NORMAL","ENSG00000168743",0.281543047763946,0.153986702139745,0.409099393388148,1.32738190401811,4.33454556392657,1.70533683877922e-05,0.00387941649213069,2.62269163644827,"NPNT",38.07,6117,"UP"
"74","AD-NORMAL","ENSG00000135144",0.0940562965494256,0.0512944911114256,0.136818101987426,4.01183016190984,4.31949200786183,1.82222719932631e-05,0.00387941649213069,2.60705869519565,"DTX1",53.96,4387,"NONE"
"75","AD-NORMAL","ENSG00000198185",-0.176239022924617,-0.257124795438469,-0.0953532504107649,2.52727860573579,-4.27888655450752,2.1769054570235e-05,0.00440890408908316,2.48548601172804,"ZNF334",40.56,6865,"DOWN"
"76","AD-NORMAL","ENSG00000163485",0.127416738464687,0.0690506475042568,0.185782829425118,4.66793062943146,4.28713056264104,2.09994939960963e-05,0.00436396411366629,2.47870232988806,"ADORA1",48.14,4191,"NONE"
"77","AD-NORMAL","ENSG00000244005",-0.0853677625332954,-0.124605444037703,-0.0461300810288874,3.25606545180307,-4.27259172145766,2.23747053209673e-05,0.00440890408908316,2.44405790519333,"NFS1",46.45,6024,"NONE"
"78","AD-NORMAL","ENSG00000254561",-0.38140926046314,-0.556224995834778,-0.206593525091503,1.30698898460576,-4.28461245004171,2.12317567786082e-05,0.00436396411366629,2.43079912279823,"",52.8,4476,"DOWN"
"79","AD-NORMAL","ENSG00000236609",0.110167325324588,0.0595257192168575,0.160808931432319,3.90914964695713,4.27214680608774,2.24181152320584e-05,0.00440890408908316,2.41774192736605,"ZNF853",57.53,3857,"NONE"
"80","AD-NORMAL","ENSG00000198816",0.143915526650862,0.0777350895600068,0.210095963741718,4.94998967786861,4.27050125329455,2.2579369254635e-05,0.00440890408908316,2.41605103731044,"ZNF358",60.98,2069,"UP"
"81","AD-NORMAL","ENSG00000132832",-0.216105254305431,-0.315726941407695,-0.116483567203166,2.65958924626406,-4.26002617458997,2.36320994602653e-05,0.00451756280277335,2.4125405171732,"LINC01260",46.49,1416,"DOWN"
"82","AD-NORMAL","ENSG00000198270",-0.113306559999075,-0.16554919013965,-0.0610639298585005,1.97955261189449,-4.25922766580998,2.37142404345058e-05,0.00451756280277335,2.38912163928428,"TMEM116",40.27,7989,"NONE"
"83","AD-NORMAL","ENSG00000196295",-0.115529844891627,-0.168909754117096,-0.0621499356661579,3.12346735888263,-4.25027658836936,2.46538527208559e-05,0.00463997389581314,2.36131718053239,"",42.17,22965,"NONE"
"84","AD-NORMAL","ENSG00000084676",0.0918636779718938,0.0493252947321229,0.134402061211665,4.85775593611966,4.24095518579093,2.56700250165549e-05,0.00477370786647147,2.295123810402,"NCOA1",37.1,8633,"NONE"
"85","AD-NORMAL","ENSG00000143727",-0.0852822218050617,-0.124944067428548,-0.0456203761815753,4.12671609454331,-4.22266297158257,2.77813800234521e-05,0.00510556396878053,2.22123482309936,"ACP1",42.67,4160,"NONE"
"86","AD-NORMAL","ENSG00000100014",0.0988533715128406,0.0527921512770438,0.144914591748637,3.5809287195519,4.21460502476669,2.87630722259558e-05,0.00515828518408963,2.19798928813808,"SPECC1L",42.29,7324,"NONE"
"87","AD-NORMAL","ENSG00000249087",-0.139407074763556,-0.204521646444852,-0.0742925030822605,3.03367934691299,-4.20443322770888,3.00495455958106e-05,0.00515828518408963,2.18414290058408,"ZNF436-AS1",51.57,2655,"DOWN"
"88","AD-NORMAL","ENSG00000181982",0.0814131454899774,0.0433907119941031,0.119435578985852,3.14050344134202,4.20489793883853,2.99895953195746e-05,0.00515828518408963,2.18362842485513,"CCDC149",43.48,9582,"NONE"
"89","AD-NORMAL","ENSG00000172987",0.293506640330346,0.156515573988093,0.430497706672598,3.28885029030512,4.20752319182673,2.96530576986604e-05,0.00515828518408963,2.18293478116358,"HPSE2",38.42,4421,"UP"
"90","AD-NORMAL","ENSG00000134253",-0.168597953775037,-0.247459753709644,-0.0897361538404303,2.41223932893452,-4.19842546733473,3.08349316160646e-05,0.00523557029102767,2.17213278954462,"TRIM45",46.89,4368,"DOWN"
"91","AD-NORMAL","ENSG00000017797",0.0934381681980296,0.0498037505751318,0.137072585820928,5.23063493322794,4.20529014413103,2.99390873768765e-05,0.00515828518408963,2.16010461198513,"RALBP1",41.38,4979,"NONE"
"92","AD-NORMAL","ENSG00000250903",-0.127216401259063,-0.186467196672823,-0.0679656058453037,1.05832964950746,-4.21647718293448,2.85320836555874e-05,0.00515828518408963,2.14897107176126,"GMDS-AS1",42.09,13177,"NONE"
"93","AD-NORMAL","ENSG00000141337",-0.143491525814326,-0.210782181701057,-0.0762008699275956,1.72870247049039,-4.18766879478821,3.22902248724596e-05,0.00536601705034779,2.10013171018294,"ARSG",45.96,6587,"DOWN"
"94","AD-NORMAL","ENSG00000184481",0.191185564131215,0.1015857753702,0.280785352892231,4.69554753528856,4.19033693140147,3.19232649384309e-05,0.00536207872691644,2.09680616305424,"FOXO4",52.26,3447,"UP"
"95","AD-NORMAL","ENSG00000170759",0.162237573011591,0.0860105594344437,0.238464586588739,5.95151469511837,4.17968323368323,3.34126687608859e-05,0.00548637248204366,2.08017473971262,"KIF5B",37.58,5877,"UP"
"96","AD-NORMAL","ENSG00000112541",-0.166027557134163,-0.244074882905522,-0.0879802313628042,1.47600831893583,-4.17756277380436,3.37169040571149e-05,0.00548637248204366,2.04190705945411,"PDE10A",40.93,12348,"DOWN"
"97","AD-NORMAL","ENSG00000067208",0.0651710748611887,0.0344402962801398,0.0959018534422375,3.15163950995548,4.16468495354234,3.5621979485629e-05,0.00571940602040543,2.02465994176795,"EVI5",38.19,8276,"NONE"
"98","AD-NORMAL","ENSG00000260788",0.389240644601073,0.205138606532498,0.573342682669648,2.40978981112585,4.1520294024124,3.75937003263856e-05,0.00587992568908765,1.99610926734077,"",42.85,1833,"UP"
"99","AD-NORMAL","ENSG00000260257",0.143418630290885,0.0757633384978879,0.211073922083882,4.28361904285742,4.16298295322096,3.58813001728271e-05,0.00571940602040543,1.98514152336007,"",40.4,2131,"UP"
"100","AD-NORMAL","ENSG00000186376",-0.0922839770158048,-0.135950348485729,-0.0486176055458804,2.09109590199649,-4.15030516521923,3.78702403866348e-05,0.00587992568908765,1.98008604785718,"ZNF75D",41.67,6819,"NONE"
"101","AD-NORMAL","ENSG00000042062",0.244046847721947,0.128219268177459,0.359874427266435,2.35743676834691,4.13772911162456,3.99465828256411e-05,0.00591384405966236,1.94167445931934,"FAM65C",51.6,6009,"UP"
"102","AD-NORMAL","ENSG00000128609",-0.106010322159325,-0.156206357591432,-0.0558142867272184,4.62230536668563,-4.14743483080145,3.8334894271949e-05,0.00587992568908765,1.92564328859491,"NDUFA5",35.76,9851,"NONE"
"103","AD-NORMAL","ENSG00000112245",-0.116300995001424,-0.171378928106406,-0.0612230618964421,4.14566291721314,-4.14673831526045,3.84484623742629e-05,0.00587992568908765,1.92108668455142,"PTP4A1",39.41,5796,"NONE"
"104","AD-NORMAL","ENSG00000100811",0.0766032543783561,0.040308225314339,0.112898283442373,4.50251385440893,4.14477448111171,3.87703953636789e-05,0.00587992568908765,1.91494743014338,"YY1",45.55,8720,"NONE"
"105","AD-NORMAL","ENSG00000136895",-0.107886622443818,-0.159122262619044,-0.0566509822685921,3.48163441418217,-4.13519756655006,4.03774413099821e-05,0.00591384405966236,1.89293041510582,"GARNL3",43.3,9695,"NONE"
"106","AD-NORMAL","ENSG00000100605",0.059229634523823,0.0310961263274655,0.0873631427201805,5.49036374607388,4.13443334896631,4.05083742643795e-05,0.00591384405966236,1.88921856272457,"ITPK1",53.85,6783,"NONE"
"107","AD-NORMAL","ENSG00000113558",-0.0754703716080076,-0.11130899436117,-0.0396317488548456,4.81451706471445,-4.13548081253163,4.03290152764621e-05,0.00591384405966236,1.88006153931493,"SKP1",41.26,12771,"NONE"
"108","AD-NORMAL","ENSG00000160360",0.0783334213536353,0.0410435954259511,0.11562324728132,3.73750855999196,4.12531934182851,4.21013288075056e-05,0.00608948941946339,1.84162292273674,"GPSM1",66.05,4950,"NONE"
"109","AD-NORMAL","ENSG00000188039",0.291434530767004,0.152339394542374,0.430529666991633,3.12065120918706,4.11462156016881,4.40471089181258e-05,0.00626127866320917,1.8300046019393,"NWD1",48.08,8495,"UP"
"110","AD-NORMAL","ENSG00000108932",-0.246822011324591,-0.365025567750526,-0.128618454898656,2.21909665732336,-4.10066391948324,4.67146145392086e-05,0.00645777870545998,1.79796774889944,"SLC16A6",44.06,4061,"DOWN"
"111","AD-NORMAL","ENSG00000183723",0.0894853486282861,0.0467735742386681,0.132197123017904,4.4174690520239,4.11438714183627,4.4090689005378e-05,0.00626127866320917,1.79683130061274,"CMTM4",45.26,8117,"NONE"
"112","AD-NORMAL","ENSG00000149809",-0.131935871415994,-0.195111004853505,-0.0687607379784828,3.82321894810231,-4.10126239046452,4.65971540496007e-05,0.00645777870545998,1.74754520118713,"TM7SF2",60.18,3408,"NONE"
"113","AD-NORMAL","ENSG00000265179",-0.326750693258757,-0.482902758553347,-0.170598627964167,0.864746428523647,-4.10931675139457,4.50434063105948e-05,0.00633894639619642,1.74210598232863,"",51.46,3902,"DOWN"
"114","AD-NORMAL","ENSG00000134262",-0.0980713034714844,-0.14520846315871,-0.0509341437842589,3.14647547329873,-4.0858213277698,4.97194004728564e-05,0.00658192165073296,1.72322378163402,"AP4B1",43.25,5369,"NONE"
"115","AD-NORMAL","ENSG00000102547",0.14716664013398,0.0765931530890614,0.217740127178898,4.37535066743786,4.09513885308862,4.78123799546459e-05,0.00655155427431161,1.72217642800404,"CAB39L",38.39,5006,"UP"
"116","AD-NORMAL","ENSG00000142039",0.0744976126242856,0.0386915480458183,0.110303677202753,3.20707265127662,4.08588932170609,4.97052259334056e-05,0.00658192165073296,1.71976870555726,"CCDC97",53.51,3821,"NONE"
"117","AD-NORMAL","ENSG00000051009",-0.119813202509688,-0.177374715364348,-0.0622516896550286,3.53011240801968,-4.08764630721266,4.93402799912207e-05,0.00658192165073296,1.70718927973817,"FAM160A2",44.55,4736,"NONE"
"118","AD-NORMAL","ENSG00000198624",0.164389098351508,0.0852923149362317,0.243485881766785,3.10767314721945,4.08145511022472,5.0637701460886e-05,0.00659176278767083,1.70510043348929,"CCDC69",45.82,4993,"UP"
"119","AD-NORMAL","ENSG00000079432",0.0836171535467827,0.0434433012446678,0.123791005848898,4.06215919959574,4.08745264657521,4.93803803078268e-05,0.00658192165073296,1.69133661447477,"CIC",61.52,9494,"NONE"
"120","AD-NORMAL","ENSG00000142227",0.230525800660331,0.119495288183038,0.341556313137623,3.41766330149062,4.0773503313891,5.15156945068927e-05,0.00665063358588571,1.67355159348786,"EMP3",52.78,1667,"UP"
"121","AD-NORMAL","ENSG00000134294",0.235997995886836,0.122459317162162,0.34953667461151,4.6830948862976,4.08192774097601,5.05375256115057e-05,0.00659176278767083,1.67331034570366,"SLC38A2",38.54,6602,"UP"
"122","AD-NORMAL","ENSG00000175787",-0.109733874042789,-0.162768276380884,-0.0566994717046936,2.52935858243374,-4.06334657596046,5.46211307989089e-05,0.00698228577604727,1.66213718545319,"ZNF169",41.54,5286,"NONE"
"123","AD-NORMAL","ENSG00000187699",0.118645443277447,0.0612208092842129,0.17607007727068,2.30431057120669,4.0574545240077,5.59801780155203e-05,0.00705214807081002,1.63978233632482,"C2orf88",37.45,5997,"NONE"
"124","AD-NORMAL","ENSG00000020577",0.211378726874899,0.109180028984372,0.313577424765425,3.41732805702057,4.06178329221021,5.49786281578525e-05,0.00698228577604727,1.61193596292059,"SAMD4A",43.1,12170,"UP"
