"","logFC","AveExpr","t","P.Value","adj.P.Val","B","contrast"
"Pathway.REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",-0.115124724652853,-0.784563476375016,-4.73983197163778,2.58779927856093e-06,7.21285156421501e-05,4.39842001550277,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING",-0.235166857861421,1.89957603854264,-4.73482514155221,2.65048367453127e-06,7.21285156421501e-05,4.37616279809956,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",-0.147826170678293,-0.688216792154068,-4.73479408065486,2.65087707060894e-06,7.21285156421501e-05,4.37602478963216,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_VDR_PATHWAY",0.205427132637891,0.215929423561444,4.72560446485209,2.76976599395001e-06,7.24285203811356e-05,4.33523110978665,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",-0.133400217544939,-0.071038877236416,-4.72440084241774,2.78571232235137e-06,7.24285203811356e-05,4.3298935996388,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_INTEGRIN_PATHWAY",0.11273887563659,0.769132343926743,4.71552684606078,2.90603562311502e-06,7.39143843270559e-05,4.29058083198644,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_PROTEIN_FOLDING",-0.075021573650446,1.60417619614883,-4.67816740624637,3.46967277080381e-06,8.63727051455416e-05,4.12583422900005,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_SIGNALING_BY_SCF_KIT",0.0612980670844857,-0.0577282211300759,4.66936840733134,3.61696080058728e-06,8.8163419514315e-05,4.0872114398033,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_TRNA_AMINOACYLATION",-0.121638853994129,0.378394835378152,-4.62015980162752,4.55802240909483e-06,0.000108326617140222,3.87247077171545,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",-0.175258042761755,-1.66600509978805,-4.61683979285787,4.62934261283001e-06,0.000108326617140222,3.8580595697896,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_MYC_REPRESS_PATHWAY",0.195557369720179,-0.143712337963626,4.61193436791785,4.73668462265336e-06,0.000108665117813812,3.83678434624565,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_CELL_CYCLE_CHECKPOINTS",-0.10937958115868,-0.380203522361669,-4.60408322715303,4.91347397450647e-06,0.000110553164426396,3.80277754096777,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",0.112694652787888,-0.140775726784015,4.59562728120528,5.11096103621981e-06,0.00011282687570523,3.76621196061686,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_ALK_PATHWAY",0.131216194772485,-0.354329682138201,4.58026340179024,5.48943679380801e-06,0.000116496867074832,3.69993650023898,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",-0.12388729853837,-0.170876107094987,-4.5785619145456,5.53296831263294e-06,0.000116496867074832,3.69260959742372,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",-0.0569006750471624,0.391463780425548,-4.5768956922748,5.57591842409451e-06,0.000116496867074832,3.68543703282848,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING",-0.124117392544768,-0.307037912422185,-4.56500028760231,5.89197102694983e-06,0.000118723938636033,3.63430238668689,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_TOB1_PATHWAY",0.42199948567956,-0.484489280701222,4.56359451865803,5.93043716517532e-06,0.000118723938636033,3.62826769386248,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.KEGG_BASAL_TRANSCRIPTION_FACTORS",-0.113726760936131,-0.767409086708554,-4.56154559341803,5.98693365771449e-06,0.000118723938636033,3.61947518768177,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES",0.0798774280795249,0.993007285220607,4.55070180150855,6.29463667505076e-06,0.000119400892150545,3.57300333478905,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_S_PHASE",-0.0893735399563402,-0.530137138063914,-4.54984778425894,6.31950401238797e-06,0.000119400892150545,3.56934780366637,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION",0.133708407592441,-0.725662834414933,4.54958321802655,6.32722676353317e-06,0.000119400892150545,3.5682154866991,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",-0.178256458589661,-1.53799056772098,-4.53449239256723,6.78302710521139e-06,0.000121736468077779,3.50373086120295,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",-0.116185803409881,0.323651918155279,-4.53381708237377,6.80414282032155e-06,0.000121736468077779,3.50084990728097,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_FAK_PATHWAY",0.0824647950916504,0.769778055366407,4.53181899328985,6.86698908331751e-06,0.000121736468077779,3.492328186729,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_BASE_EXCISION_REPAIR",-0.139108898527875,-1.61634122428703,-4.53181277991729,6.86718537874651e-06,0.000121736468077779,3.49230169261383,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_PDGFRB_PATHWAY",0.0736229247260526,0.804914171987327,4.52624687632717,7.04520306635446e-06,0.000123028172949772,3.46858215501356,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS",-0.121991117677718,0.352256134141602,-4.52271035906201,7.1606026795741e-06,0.000123204487280907,3.4535252698291,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_BMP_PATHWAY",0.11053699619788,-0.562231186025377,4.51331224438723,7.47614201097955e-06,0.000125339945337984,3.41356623515695,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_INTEGRIN_CS_PATHWAY",0.191660363549847,-1.65269340941866,4.51264712272599,7.49897108859735e-06,0.000125339945337984,3.41074122837716,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_P27_PATHWAY",-0.10802878582543,-0.00422100730863902,-4.50635330027625,7.7183273779421e-06,0.000125955411640433,3.38402855740005,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_ETC_PATHWAY",-0.148679511214879,2.49837931105796,-4.50542766539041,7.75110225479588e-06,0.000125955411640433,3.38010287756715,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE",-0.156101759192394,0.11901999457322,-4.49615437664139,8.08689542058736e-06,0.00012906566009041,3.34081617927748,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_S1P_S1P1_PATHWAY",0.123126364194787,0.43179367139957,4.49410059225426,8.16312721939343e-06,0.00012906566009041,3.33212554929701,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_S1P_S1P3_PATHWAY",0.142466139940826,0.549998677096648,4.48480842886848,8.51671771879739e-06,0.000132860796413239,3.29285234834732,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_REGULATION_OF_KIT_SIGNALING",0.127734878565729,-0.431993951392921,4.48146613170231,8.64745157279861e-06,0.000133125241318084,3.27874491424079,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_INTEGRIN4_PATHWAY",0.279306695860351,-1.48608450662189,4.47688458935836,8.829784742685e-06,0.000134166859077162,3.25942288883703,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",-0.136619832046187,-1.53519574948275,-4.45466030466397,9.76775158844973e-06,0.000143305829278777,3.16595954766455,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_SYNTHESIS_OF_DNA",-0.100019258057518,-0.463018920369463,-4.45448830552012,9.77536977380837e-06,0.000143305829278777,3.16523792320222,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_RAC1_PATHWAY",-0.0925637330463746,0.61533769071089,-4.45396260929912,9.79868918145484e-06,0.000143305829278777,3.16303252139292,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C",-0.123097297704682,0.580641208746727,-4.44950210060521,9.99870746803975e-06,0.000144425774538352,3.144329669363,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE",-0.128789524946473,-0.662249585720278,-4.44472477695274,1.02172646489437e-05,0.00014578292243005,3.12431802898126,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.BIOCARTA_IL12_PATHWAY",-0.183693508612845,-0.766564319566661,-4.44131594555592,1.0376002160404e-05,0.00014626412683943,3.11005124302907,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT",-0.481546251561932,0.779784973209254,-4.43249022026173,1.07980261373619e-05,0.000150401078341826,3.07316144716497,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_LYSOPHOSPHOLIPID_PATHWAY",0.0711667926415071,0.177357440361273,4.41874295988723,1.14882671960556e-05,0.000158132619051588,3.01583860740566,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.KEGG_PYRIMIDINE_METABOLISM",-0.103752849739643,-1.06694114277365,-4.40501307784583,1.22196459234541e-05,0.000165940294224246,2.9587560845987,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_",-0.096584685739068,0.289537529976078,-4.40284469776545,1.23391500833414e-05,0.000165940294224246,2.94975630353696,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_TELOMERASE_PATHWAY",0.0636873393387444,-0.0637384509464129,4.38852674372558,1.31567561817902e-05,0.00017492505378062,2.89043527323178,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.KEGG_NITROGEN_METABOLISM",-0.145901424013313,-1.12700816181543,-4.37608818721972,1.39088553999285e-05,0.000182846750763104,2.83904906289496,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",0.149422856426035,-1.52748006209887,4.37063099497577,1.42516399223947e-05,0.000184827117233674,2.81654780966858,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS",0.107266237449024,0.560815412044833,4.36869082801638,1.4375442451508e-05,0.000184827117233674,2.80855445422239,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.KEGG_NOTCH_SIGNALING_PATHWAY",0.123355185437166,-0.908133569045948,4.36201975127785,1.48090154249802e-05,0.000188332043991596,2.78109568360174,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.116868212462946,-0.0560648679548826,4.35775826514456,1.50924926820522e-05,0.000189204985385991,2.76357578470044,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS",-0.418895269844317,-0.35591213442735,-4.35614604989258,1.52010842959685e-05,0.000189204985385991,2.75695183923403,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE",-0.175337994183769,1.94308252595128,-4.3490523923421,1.56878126978402e-05,0.000190862908965873,2.72783439229603,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_NECTIN_PATHWAY",0.105699447694812,0.468936441137641,4.34793659095376,1.57657152849745e-05,0.000190862908965873,2.72325843109633,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_PTP1B_PATHWAY",0.170693411434605,-0.585982928006025,4.34710981441411,1.58236770681108e-05,0.000190862908965873,2.71986849279435,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_G1_S_TRANSITION",-0.0884014825462923,-0.360254746598197,-4.33489493070077,1.67040931398567e-05,0.000199426418098289,2.66985627021034,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_LIPOPROTEIN_METABOLISM",0.160031920125234,-0.832609486806244,4.32408672738364,1.75219613314133e-05,0.000207077724825794,2.62571458281849,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_S1P_S1P4_PATHWAY",0.187780167414034,1.85895356510796,4.31085585884747,1.85752639549274e-05,0.00021733058827265,2.57182053953751,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_SHP2_PATHWAY",0.0790470489582653,0.354786292972709,4.29951411039075,1.95260364558956e-05,0.000226192699538592,2.525746063697,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.PID_INTEGRIN_A4B1_PATHWAY",0.160020207661015,0.986240012744404,4.27421424696311,2.18170403245641e-05,0.000250254286075882,2.42338285033388,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
"Pathway.REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",-0.103663098489641,-0.893268224444427,-4.27169204396102,2.20589961877117e-05,0.000250573063491482,2.4132094051316,"Tissue.DiagnosisPHG.AD-Tissue.DiagnosisPHG.CONTROL"
