ID	Name	Length	G2B2_1	G2B2_2	G2B2_3	I45F_1	I45F_2	I45F_3	logFC	logCPM	PValue	FDR
ENSG00000117069	ST6GALNAC5	4466	0.406614744831501	0.713082550879643	0.631177621131946	35.5802188656454	32.4847483406861	23.5399619157819	5.67976978508334	5.14006178332584	1.49965166111393e-139	1.96979245687314e-136
ENSG00000104044	OCA2	3330	0	0.064825686443604	0	1.35643063124161	1.41505532544655	1.41239771494691	5.65897619490055	-0.907724811988748	6.17840044435533e-17	2.06572010493182e-15
ENSG00000198774	RASSF9	1824	0.406614744831501	0	0.105196270188658	8.2950950141314	10.5206287239722	6.47348952684002	5.62715280866825	2.52808051330246	3.93621866209575e-51	7.096384801694e-49
ENSG00000196569	LAMA2	10006	0.135538248277167	0.064825686443604	0.157794405282986	7.72122051629841	6.39851103680181	4.82569219273529	5.61791788751444	1.75581896864858	2.78836223845539e-21	1.29482811118576e-19
ENSG00000197162	ZNF785	4335	0	0.129651372887208	0.0525981350943288	2.97371330695277	3.5684003859087	3.06019504905165	5.54941074090686	0.0530052772842061	1.87559928687555e-30	1.4491762725359e-28
ENSG00000185885	IFITM1	1240	0.0677691241385835	0	0	0.782556133408623	1.16895874710802	1.94204685805201	5.54615077952351	-1.0420663043462	1.29851073222554e-12	2.91554503722777e-11
ENSG00000165659	NA	6129	0.813229489663001	1.16686235598487	1.1045608369809	44.2405067420341	47.0659706072441	52.3175653578253	5.5198597587721	5.15312034550442	1.56172951145984e-227	4.78644066437251e-224
ENSG00000196096	AC079610.2	1724	0	0.064825686443604	0	1.19991940455989	1.59962775920045	0.941598476631276	5.49448197945801	-0.309636641349558	5.43075200721869e-15	1.52234906495037e-13
ENSG00000184005	ST6GALNAC3	7219	0	0.064825686443604	0.157794405282986	4.95618884492128	3.44535209673944	3.35444457299892	5.47892489702744	3.02501579415228	1.26326599157353e-35	1.3050673212947e-33
ENSG00000119147	C2orf40	1889	0.0677691241385835	0.064825686443604	0	1.35643063124161	1.90724848212362	3.1190449538411	5.4628139065006	-0.442234486607071	1.97262610133491e-15	5.75787640911866e-14
ENSG00000259705	RP11-227D13.1	1941	0	0	0.0525981350943288	1.14774899566598	0.861338024184859	1.41239771494691	5.37856697010547	-0.585497301574607	1.30311252130575e-12	2.92230928710871e-11
ENSG00000126950	TMEM35	2568	0.338845620692917	0.064825686443604	0.473383215848959	10.5384225965695	12.6124496398497	15.4775249596266	5.36890833906802	3.07964915148455	1.20653107128491e-80	4.62227080622045e-78
ENSG00000168016	TRANK1	11157	0.20330737241575	0.259302745774416	0.105196270188658	7.30385724514715	6.95222833806351	9.12173524236549	5.35324806506653	1.43944287200655	3.22896481985547e-52	6.12138495590951e-50
ENSG00000166510	CCDC68	7307	0.0677691241385835	0	0	0.730385724514715	1.35353118086192	1.294697905368	5.33848537904945	-0.946069462256885	8.26022883253071e-13	1.89162326278216e-11
ENSG00000121207	LRAT	7739	0.677691241385834	0.453779805105228	0.578579486037617	17.5292573883532	22.7639334963141	25.9528080121495	5.25774470003909	3.49356999893172	1.9647565169481e-103	1.33814472556143e-100
ENSG00000248801	RP11-664D7.4	1839	0	0	0	0.521704088939082	0.246096578338531	0	5.19859616024679	-0.491226397755941	0.000643287459251193	0.00358902096121668
ENSG00000085871	MGST2	3415	0.135538248277167	0	0.315588810565973	4.85184802713346	6.33698689221718	7.06198857473457	5.16678186732275	1.48981327254432	2.00683865121242e-43	2.71351146743714e-41
ENSG00000266709	MGC12916	1651	0.20330737241575	0.129651372887208	0.0525981350943288	3.96495107593702	5.10650400052452	4.88454209752474	5.16083295191842	1.07584143816562	2.37086680196183e-25	1.41093429195068e-23
ENSG00000149050	ZNF214	5136	0.135538248277167	0.064825686443604	0	2.39983880911978	2.21486920504678	2.64824571552546	5.14951717388051	0.583396740032792	2.86259623753242e-26	1.80894440591009e-24
ENSG00000100433	KCNK10	6844	0.406614744831501	0.259302745774416	0.42078508075463	11.0079562766146	13.5353118086192	13.3589283872062	5.0807592604124	4.03443375363935	8.6236003065338e-81	3.37402949014574e-78
ENSG00000041515	MYO16	8955	0.542152993108668	0.259302745774416	0.157794405282986	12.4687277256441	9.35166997686419	9.18058514715494	5.04719624105792	2.88981260186745	6.78128960193162e-66	1.86121096253613e-63
ENSG00000166407	LMO1	2092	1.42315160691025	1.75029353397731	1.89353286339584	47.2142200489869	54.2642955236461	65.735343649821	5.02689187609287	4.35675476306813	7.98501990745946e-135	8.63744300460424e-132
ENSG00000228824	MIR4500HG	3260	0	0	0.0525981350943288	1.09557858677207	0.861338024184859	0.647348952684002	4.99504943465871	0.648682077450044	2.58279486035661e-11	5.18504527151722e-10
ENSG00000152503	TRIM36	8190	0.609922117247251	0.32412843221802	0.946766431697918	24.4679217712429	22.1486920504678	14.7124761973637	4.96882168456389	4.24218591807774	2.52699414985674e-83	1.10640227194561e-80
ENSG00000236296	GUSBP5	2185	0	0.064825686443604	0	0.730385724514715	0.799813879600227	1.05929828621019	4.96757798997655	-1.43389407335287	3.94687890976834e-10	6.84709021431416e-09
ENSG00000230498	RP4-564M11.2	493	0	0.064825686443604	0	0.939067360090347	0.799813879600227	0.823898667052366	4.96345822991113	-0.0317798851062678	3.5263203202589e-11	6.97263487841299e-10
ENSG00000137142	IGFBPL1	1088	0.20330737241575	0.129651372887208	0.105196270188658	5.21704088939082	4.4912625546782	4.17834324005129	4.95497739149489	1.22751622316295	2.34167591018441e-40	2.70824391901768e-38
ENSG00000189431	RASSF10	1823	0.0677691241385835	0	0	0.939067360090347	0.676765590430961	0.823898667052366	4.89756436023463	0.172216954768405	7.18323350882614e-11	1.37596334368546e-09
ENSG00000113532	ST8SIA4	7787	0	0.064825686443604	0.262990675471644	4.4866551648761	3.99906939800113	2.88364533468328	4.88616281110211	1.66114720739975	1.21222883853457e-32	1.05647754084418e-30
ENSG00000172817	CYP7B1	2274	0.135538248277167	0.064825686443604	0.105196270188658	4.17363271151266	3.69144867507797	1.70664723889419	4.87727146780172	1.3216190757751	2.30684468003952e-19	9.26213249372201e-18
ENSG00000143365	RORC	5672	0.0677691241385835	0	0	0.626044906726898	0.43066901209243	1.35354781015746	4.86552541245348	-1.32621687264793	1.54451963875153e-08	2.14680057724882e-07
ENSG00000104361	NIPAL2	5892	0.271076496554334	0	0.105196270188658	3.1823949425284	3.3838279521548	4.53144266878802	4.83629223801181	0.375455005445286	9.56914953838064e-26	5.8460827528665e-24
ENSG00000103316	CRYM	3579	0.135538248277167	0.194477059330812	0.262990675471644	2.81720208027104	4.18364183175503	10.4752830525229	4.80120586559125	1.36934044445338	1.06999285467422e-16	3.5073259544749e-15
ENSG00000227987	AC092675.4	539	0	0	0.0525981350943288	1.2520898134538	0.615241445846328	0.353099428736729	4.78016099719344	-1.32877591513652	4.98440263239765e-08	6.41864005652384e-07
ENSG00000204186	ZDBF2	10277	2.10084284829609	1.6854678475337	1.99872913358449	55.8745079253757	54.0797230898922	45.8440758309852	4.74477530736877	5.41273896105437	3.9305696485975e-170	7.22792452680594e-167
ENSG00000164116	GUCY1A3	5863	3.18514883451342	4.01919255950344	3.52407505132003	109.19266581495	108.344018613538	67.7362404126624	4.72974041841893	5.78349302835428	1.21529154882311e-71	4.13851783172374e-69
ENSG00000229852	RP11-398K22.12	6711	0.135538248277167	0	0.0525981350943288	1.98247553796851	1.53810361461582	1.8243470484731	4.71431997152935	-0.63623485358258	9.34547261831038e-19	3.59526979033702e-17
ENSG00000189221	MAOA	4311	1.89753547588034	1.75029353397731	1.52534591773554	30.2588371584668	41.2827010162886	57.5552068840867	4.64289980762251	4.37470888904064	3.48722877947328e-85	1.68754342172985e-82
ENSG00000259920	RP11-2E11.5	2901	0.0677691241385835	0	0.105196270188658	1.72162349349897	1.41505532544655	1.88319695326255	4.62444668400398	0.049869361693737	4.7880039112661e-18	1.7469564270689e-16
ENSG00000167772	ANGPTL4	2534	1.55868985518742	0.777908237323247	1.52534591773554	41.0581117995057	35.9916245820102	17.1253222937313	4.59503441284409	3.40261803010874	8.72165668254546e-31	6.82478913767355e-29
ENSG00000152939	MARVELD2	3759	0.338845620692917	0.32412843221802	0.105196270188658	5.89525620501163	5.66022130178622	6.70888914599784	4.59246653285028	0.930290594283359	2.29425878307071e-36	2.438677731901e-34
ENSG00000260244	RP11-588K22.2	2614	0.813229489663001	0.777908237323247	0.42078508075463	17.633598206141	16.9806639053587	12.417329910575	4.56760271640025	3.30361376713726	3.08665871713189e-65	8.10865244990547e-63
ENSG00000100599	RIN3	8303	0.338845620692917	0.129651372887208	0.631177621131946	8.60811746749485	9.10557339852566	9.76908419504949	4.54773602896018	1.70324395251944	3.18447513097457e-60	7.60510560824563e-58
ENSG00000250241	RP11-9G1.3	3262	0.677691241385834	0.388954118661624	0.473383215848959	12.7295797701136	12.8585462181883	10.0633337189968	4.52678006144765	3.38355473899956	4.11631782687656e-73	1.45567247150833e-70
ENSG00000100078	PLA2G3	2690	0.0677691241385835	0.064825686443604	0	0.208681635575633	0.553717301261695	2.58939581073601	4.51232962697614	-0.725786125798239	0.000332408988404099	0.00200152877791846
ENSG00000237457	LINC01351	604	0.20330737241575	0.259302745774416	0.157794405282986	4.85184802713346	5.04497985593989	4.35489295441965	4.49552246016943	1.96863197105561	2.63253015111922e-35	2.63095635592018e-33
ENSG00000212747	FAM127C	2016	0.609922117247251	0.713082550879643	0.631177621131946	14.6077144902943	14.3966498328041	15.1832754356793	4.48524608710099	3.37547756945659	5.32604819502994e-94	3.06064688307517e-91
ENSG00000132872	SYT4	4944	0	0.064825686443604	0	0.782556133408623	0.492193156677063	0.529649143105093	4.46846692002201	-0.885075199284634	4.32689004217836e-07	4.77021468738717e-06
ENSG00000162687	KCNT2	9643	0.0677691241385835	0	0.0525981350943288	0.991237768984256	1.41505532544655	0.765048762262912	4.46193843100214	2.99855438237703	1.02263624078821e-12	2.31931355867692e-11
ENSG00000100473	COCH	3956	0.0677691241385835	0	0.0525981350943288	1.2520898134538	0.43066901209243	1.41239771494691	4.45069413997415	1.01372308781094	2.19913275945272e-11	4.45372822836741e-10
ENSG00000134802	SLC43A3	4310	0.135538248277167	0.064825686443604	0	1.56511226681725	1.35353118086192	1.53009752452582	4.44638277182395	-0.807457741751305	3.92383358725754e-15	1.11522992018669e-13
ENSG00000225383	SFTA1P	1008	0	0.129651372887208	0	0.626044906726898	1.23048289169266	1.294697905368	4.44430359804229	-1.07074250228165	7.82546541994323e-10	1.31537919202318e-08
ENSG00000120708	TGFBI	5439	0	0	0	0.260852044469541	0.184572433753898	0	4.43435693532862	-0.806923046676427	0.00922581236786572	0.0348865851599183
ENSG00000187258	NPSR1	2935	0	0	0	0.260852044469541	0.123048289169266	0.0588499047894548	4.43421490370728	-1.08815041010396	0.00903034616858482	0.0343026307982041
ENSG00000131773	KHDRBS3	8278	0.474383868970084	0.129651372887208	0.473383215848959	10.4340817787816	8.12118708517153	4.88454209752474	4.39788827999644	3.19213825489333	3.01551723119295e-30	2.27263714608226e-28
ENSG00000184227	ACOT1	2110	0.135538248277167	0.064825686443604	0	1.2520898134538	1.47657947003119	1.58894742931528	4.39519563246599	-0.164512086317759	3.42883967831364e-15	9.79082808144559e-14
ENSG00000150471	LPHN3	14061	12.2662114690836	11.2796694411871	12.3605617471673	291.00654081022	269.291180846938	191.791839708833	4.38733140539375	7.37854138027536	2.7960430157007e-97	1.71388116719067e-94
ENSG00000272944	CTD-2308L22.1	1948	0	0.064825686443604	0.0525981350943288	1.04340817787816	0.922862168769492	0.941598476631276	4.35029075046076	-0.74880293853736	1.18457957372787e-10	2.21825191255416e-09
ENSG00000165983	PTER	4067	0.406614744831501	0.129651372887208	0.0525981350943288	3.13022453363449	3.01468308464701	5.64959085978766	4.34786205363432	0.615316938957108	4.16167730419114e-16	1.30151503310835e-14
ENSG00000184363	PKP3	3641	0.135538248277167	0.064825686443604	0.157794405282986	1.98247553796851	2.21486920504678	3.47214438257783	4.30897013766838	0.197814673440871	6.67338825180765e-18	2.41094177922379e-16
ENSG00000137558	PI15	7150	11.1819054828663	9.39972453432257	11.7293841260353	190.89152614281	217.7954718296	232.10402448961	4.30730124124768	6.79133915966622	8.16942314534812e-86	4.2922149205659e-83
ENSG00000139304	PTPRQ	10332	0.20330737241575	0.064825686443604	0.210392540377315	3.28673576031622	3.01468308464701	3.58984419215674	4.28381380341582	1.72089900536006	1.90534440259693e-23	1.00972271525519e-21
ENSG00000163689	C3orf67	9690	0.0677691241385835	0.064825686443604	0	0.730385724514715	0.799813879600227	1.1769980957891	4.23368960271185	-0.908813624089497	7.08729599105578e-09	1.03847239824323e-07
ENSG00000224287	MSL3P1	3496	0.338845620692917	0.129651372887208	0.42078508075463	4.59099598266392	5.72174544637085	7.06198857473457	4.21825239293337	1.01773796954767	3.14571414927332e-31	2.51506684743422e-29
ENSG00000145428	RNF175	4152	0.135538248277167	0	0	0.678215315620807	0.615241445846328	1.35354781015746	4.20161878363533	-0.807647442823912	6.01673685891388e-09	8.90835540246114e-08
ENSG00000167011	NAT16	4602	0	0.194477059330812	0.262990675471644	1.72162349349897	2.70706236172384	4.70799238315638	4.17974262265454	0.447773871921691	1.30571775797963e-14	3.53100644874814e-13
ENSG00000146938	NLGN4X	7299	2.98184146209767	3.17645863573659	3.31368251094271	57.1265977388295	57.4635510420471	57.1432575505606	4.17257222482101	5.61656163917491	2.83310626887937e-192	6.51224889730285e-189
ENSG00000042493	CAPG	2695	0.135538248277167	0.194477059330812	0.105196270188658	1.2520898134538	3.07620722923164	3.7663939065251	4.16411270786539	0.0431199838675015	2.29107656064621e-14	6.06278071902704e-13
ENSG00000133135	RNF128	3459	0.135538248277167	0.064825686443604	0.0525981350943288	0.991237768984256	1.53810361461582	2.23629638199928	4.15666983343476	-0.624411250797103	8.57678334041191e-09	1.24090062035275e-07
ENSG00000183770	FOXL2	2916	0.271076496554334	0.388954118661624	0.105196270188658	4.95618884492128	5.04497985593989	3.35444457299892	4.14475092278764	1.39393787631469	1.09099002263033e-30	8.50093878226657e-29
ENSG00000066185	ZMYND12	2710	0	0	0.105196270188658	0.469533680045174	0.738289735015594	1.294697905368	4.13019677732138	-1.27500809474228	7.73920396258087e-08	9.65510323391449e-07
ENSG00000187957	DNER	3920	7.7934492759371	8.94594472921735	8.99428110113023	150.198607205562	160.82411394423	130.175989394274	4.09629839039735	6.3365688710645	3.56031943129271e-125	3.27353570110208e-122
ENSG00000266378	RP11-214O1.3	2139	0	0.129651372887208	0.0525981350943288	1.3042602223477	1.29200703627729	0.882748571841821	4.09562766846362	-0.356071097881466	3.8030916802912e-10	6.603876573076e-09
ENSG00000135314	KHDC1	3044	0.0677691241385835	0	0.105196270188658	1.09557858677207	1.04591045793876	1.294697905368	4.07713704445247	-0.869474130720021	3.28104820646979e-12	7.13181979536323e-11
ENSG00000086300	SNX10	3572	2.16861197243467	2.46337608485695	2.78770115999943	33.1282096476317	39.1293559558265	50.5520682141416	4.03544082477822	4.08150236580876	1.91110520671351e-83	8.57153991372069e-81
ENSG00000162670	BRINP3	4895	0	0.064825686443604	0.0525981350943288	0.991237768984256	0.861338024184859	0.470799238315638	4.03374540130372	-0.0898221719572738	4.63597443658858e-07	5.08050857654514e-06
ENSG00000272066	NA	3191	0	0	0.0525981350943288	0.469533680045174	0.615241445846328	0.235399619157819	4.01370267947896	-0.820354433193407	2.6143517387275e-05	0.000204837299205198
ENSG00000133019	CHRM3	12432	0.745460365524418	0.453779805105228	0.42078508075463	8.9211399208583	7.38289735015594	9.47483467110222	4.00247538895743	2.1571730904852	3.46290909427225e-52	6.49790156475228e-50
ENSG00000163012	ZSWIM2	2353	0.135538248277167	0	0	0.365192862257357	0.922862168769492	1.00044838142073	3.97807873736605	-1.10068576766812	3.64983093834615e-07	4.06521751212885e-06
ENSG00000138678	AGPAT9	3496	0.406614744831501	0.388954118661624	0.262990675471644	2.60852044469541	3.7529728196626	10.4164331477335	3.97149115552282	0.95541284035203	1.19025541159487e-10	2.22435028087582e-09
ENSG00000134207	SYT6	7884	1.35538248277167	1.03721098309766	0.89416829660359	17.3727461616714	17.6574294957896	15.3598251500477	3.93623525357811	3.30830571237071	1.99072362497804e-14	5.30542271590161e-13
ENSG00000196932	TMEM26	7367	0.0677691241385835	0	0.0525981350943288	0.521704088939082	0.553717301261695	1.11814819099964	3.93611777742186	-0.987611394167618	1.11049218936547e-07	1.34969206016137e-06
ENSG00000133519	ZDHHC8P1	3608	0.135538248277167	0.064825686443604	0.0525981350943288	1.9303051290746	0.676765590430961	1.41239771494691	3.9323182096683	-0.93577928842686	4.84135194031545e-10	8.28935017043397e-09
ENSG00000170430	MGMT	3615	0.406614744831501	0.388954118661624	0.210392540377315	5.42572252496645	4.1221176871704	5.41419124062984	3.90577280733016	0.544596404111409	3.18191461351438e-30	2.38825419705779e-28
ENSG00000225792	AC004540.4	1115	1.49092073104884	1.23168804242848	1.31495337735822	23.6853656378343	21.6564988937908	14.8890259117321	3.89579769290769	3.67594923333529	1.56697179008128e-62	3.84200589970729e-60
ENSG00000134321	RSAD2	5042	0.406614744831501	0.583431177992436	0.683775756226274	6.15610824948117	8.67490438643323	10.7106826716808	3.89360694798193	1.76269516569029	7.57866882376896e-25	4.38252015724174e-23
ENSG00000136147	PHF11	5138	1.76199722760317	1.16686235598487	1.78833659320718	19.0421992462765	22.1486920504678	28.4245040133066	3.86808110481233	3.5409051183141	3.98111103709259e-71	1.33106637929265e-68
ENSG00000198796	ALPK2	9415	0.20330737241575	0.259302745774416	0.315588810565973	4.79967761823955	3.44535209673944	3.41329447778838	3.84964310500549	1.66517379162494	1.58094090509253e-20	6.85658544899681e-19
ENSG00000183346	C10orf107	1713	0.542152993108668	0.583431177992436	0.788972026414932	7.6690501074045	8.4288078080947	12.1230803866277	3.84343903888153	2.14934833825853	1.01583493912581e-40	1.1898209360245e-38
ENSG00000113739	STC2	6193	0.338845620692917	0.129651372887208	0.105196270188658	2.03464594686242	2.58401407255458	3.47214438257783	3.81658339868051	-0.223841410607825	8.73184042260937e-17	2.87759522457641e-15
ENSG00000123892	RAB38	2105	0.135538248277167	0.064825686443604	0.262990675471644	1.87813472018069	2.09182091587752	3.1190449538411	3.80738407318667	-0.258318262274013	1.61791851486756e-15	4.7832642395337e-14
ENSG00000197083	ZNF300P1	4649	0	0	0	0.104340817787816	0.0615241445846328	0.11769980957891	3.79895229037077	-1.06068636180584	0.0651697361660931	0.165938282796772
ENSG00000127125	PPCS	2276	0.677691241385834	0.777908237323247	0.683775756226274	6.72998274731416	10.213008001049	12.94697905368	3.79001532880097	2.60263972374201	1.37483571073374e-35	1.39678750744103e-33
ENSG00000116132	PRRX1	8238	0.813229489663001	0.259302745774416	0.262990675471644	7.09517560957151	5.47564886803232	5.17879162147202	3.75923094698055	0.928588831775671	1.19391425549617e-25	7.19832434239967e-24
ENSG00000165092	ALDH1A1	2786	0.135538248277167	0	0.0525981350943288	1.9303051290746	0.553717301261695	0.176549714368364	3.72104787464877	-0.821920553128959	1.33563088108028e-05	0.000110884497842823
ENSG00000158113	LRRC43	2759	0.338845620692917	0.064825686443604	0.262990675471644	3.1823949425284	2.52248992796995	3.29559466820947	3.70673102636401	0.494519574992667	1.0522265404038e-21	5.01279633458172e-20
ENSG00000263177	RP11-433P17.2	949	0.135538248277167	0	0.0525981350943288	1.09557858677207	1.16895874710802	0.353099428736729	3.6867764514799	-0.30296730919377	1.98964118018089e-07	2.3259702264683e-06
ENSG00000151376	ME3	4149	0	0	0.0525981350943288	0.260852044469541	0.246096578338531	0.529649143105093	3.6648508949792	-0.0106987697679059	0.000120015333889493	0.000807819170898198
ENSG00000139915	MDGA2	10125	0.135538248277167	0.129651372887208	0	1.19991940455989	1.16895874710802	0.941598476631276	3.64535868931879	0.13468243410018	3.27958460587869e-10	5.74364583976222e-09
ENSG00000005108	THSD7A	12152	0.338845620692917	0.583431177992436	0.42078508075463	7.09517560957151	6.52155932597108	3.35444457299892	3.64191696103506	3.51047428138438	9.34065202930928e-30	6.95405871121329e-28
ENSG00000100557	C14orf105	4309	0.135538248277167	0.194477059330812	0.0525981350943288	2.45200921801368	1.10743460252339	1.23584800057855	3.62482628804621	0.447375611264528	3.56949342707127e-07	3.98539250943616e-06
ENSG00000077063	CTTNBP2	8047	1.28761335863309	1.03721098309766	0.946766431697918	18.7813472018069	15.4425602907428	6.06154019331384	3.62224902085002	2.97451468099496	5.75353185877183e-22	2.8365066313929e-20
ENSG00000227479	AC124861.1	426	0	0	0.0525981350943288	0.208681635575633	0.246096578338531	0.529649143105093	3.61424723285069	-1.38269541248714	0.00560384229626752	0.0230431699432163
ENSG00000231711	LINC00899	6981	0.609922117247251	0.972385296654059	0.525981350943288	8.03424296966186	9.29014583227955	8.35668648010257	3.61125512457751	2.11931275676766	7.73469099658296e-49	1.25870117465632e-46
ENSG00000250312	ZNF718	3988	0.135538248277167	0.194477059330812	0.157794405282986	1.82596431128679	2.15334506046215	2.23629638199928	3.60696432599354	0.745645600421174	1.10126902551752e-18	4.21900752296701e-17
ENSG00000198795	ZNF521	6373	4.81160781383942	5.44535766126273	5.99618740075348	79.4033623365283	72.2293457423589	46.0206255453536	3.59903944381755	6.43752748570234	8.15716794349401e-53	1.56252251367616e-50
ENSG00000204860	FAM201A	3843	0.542152993108668	0.194477059330812	0.210392540377315	2.50417962690759	2.46096578338531	6.35578971726111	3.57790401598926	0.272016177256441	3.75849225620762e-11	7.41576331538646e-10
ENSG00000104327	CALB1	6900	1.96530460001892	1.29651372887208	2.05132726867882	26.711249353681	21.6564988937908	15.1832754356793	3.56954223572673	4.0820915142073	4.72669155906746e-34	4.32433487958664e-32
ENSG00000241956	CTC-340A15.2	5506	0.0677691241385835	0.194477059330812	0.157794405282986	2.08681635575633	1.41505532544655	1.76549714368364	3.56821482577546	1.02940023111423	2.35950516889747e-15	6.83290402375679e-14
ENSG00000224825	RORB-AS1	1175	0.135538248277167	0.259302745774416	0.315588810565973	3.96495107593702	2.95315894006238	1.76549714368364	3.54224547459528	0.990091904012732	4.68820765491407e-17	1.5734191392908e-15
